best_correct_frac,best_wrong_frac,chosen_ok,chosen_pose,class,comp_id,gap_frac,image,verdict
0.1019,0.1019,1,pose0,V-DC,12,-0.0,circuit_1209.jpg,tied
0.1198,0.3789,1,pose2,Inductor,13,-0.2592,circuit_1209.jpg,correct_better
0.0961,0.385,1,pose2,I-AC,0,-0.2889,circuit_1233.jpg,correct_better
0.1014,0.388,1,pose0,I-AC,1,-0.2866,circuit_1233.jpg,correct_better
0.2677,0.1411,0,pose0,MOSFET-P,2,0.1266,circuit_1233.jpg,wrong_better
0.1811,0.1594,0,pose6,MOSFET-N,3,0.0217,circuit_1233.jpg,wrong_better
,,1,pose0,V-AC,4,,circuit_1233.jpg,no_wrong_pose
0.1192,0.3435,1,pose0,Resistor,5,-0.2244,circuit_1233.jpg,correct_better
0.3201,0.1531,0,pose4,MOSFET-N,6,0.1671,circuit_1233.jpg,wrong_better
,,1,pose0,V-AC,7,,circuit_1233.jpg,no_wrong_pose
0.093,0.0931,1,pose0,V-DC,8,-0.0001,circuit_1233.jpg,tied
0.2714,0.2696,0,pose0,MOSFET-P,9,0.0018,circuit_1233.jpg,tied
0.2487,0.1603,0,pose6,MOSFET-N,12,0.0884,circuit_1233.jpg,wrong_better
0.263,0.1655,0,pose6,MOSFET-N,13,0.0975,circuit_1233.jpg,wrong_better
0.1346,0.1329,0,pose4,Zener Diode,14,0.0017,circuit_1233.jpg,tied
0.1213,0.3573,1,pose2,Resistor,0,-0.236,circuit_1239.jpg,correct_better
0.1906,0.4465,1,pose1,Resistor,1,-0.2559,circuit_1239.jpg,correct_better
0.1289,0.3624,1,pose2,Resistor,2,-0.2335,circuit_1239.jpg,correct_better
0.1214,0.1216,1,pose0,V-DC,3,-0.0002,circuit_1239.jpg,tied
0.112,0.1121,1,pose0,V-DC,4,-0.0001,circuit_1239.jpg,tied
0.1751,0.3939,1,pose0,Capacitor,5,-0.2188,circuit_1239.jpg,correct_better
0.1183,0.3623,1,pose2,Inductor,6,-0.244,circuit_1239.jpg,correct_better
0.2053,0.205,0,pose4,I-DC,8,0.0002,circuit_1239.jpg,tied
,,0,pose2,BJT-PNP,0,,circuit_1241.jpg,no_correct_pose
,,0,pose3,BJT-PNP,1,,circuit_1241.jpg,no_correct_pose
0.1119,0.3407,1,pose2,Resistor,2,-0.2288,circuit_1241.jpg,correct_better
0.2756,0.1377,0,pose6,BJT-NPN,3,0.138,circuit_1241.jpg,wrong_better
0.1111,0.3376,1,pose2,Resistor,4,-0.2266,circuit_1241.jpg,correct_better
0.1365,0.368,1,pose0,Resistor,5,-0.2314,circuit_1241.jpg,correct_better
0.1611,0.1623,1,pose0,Diode,6,-0.0012,circuit_1241.jpg,tied
0.135,0.3696,1,pose2,Resistor,7,-0.2346,circuit_1241.jpg,correct_better
0.2778,0.1458,0,pose6,BJT-NPN,8,0.132,circuit_1241.jpg,wrong_better
0.2767,0.1299,0,pose6,BJT-NPN,9,0.1468,circuit_1241.jpg,wrong_better
0.1415,0.3713,1,pose0,Resistor,10,-0.2297,circuit_1241.jpg,correct_better
0.1599,0.1574,0,pose6,Diode,11,0.0025,circuit_1241.jpg,tied
0.1327,0.3623,1,pose2,Resistor,12,-0.2296,circuit_1241.jpg,correct_better
0.2845,0.1519,0,pose6,BJT-NPN,14,0.1326,circuit_1241.jpg,wrong_better
0.2326,0.1468,0,pose6,BJT-NPN,16,0.0858,circuit_1241.jpg,wrong_better
,,0,pose2,BJT-PNP,19,,circuit_1241.jpg,no_correct_pose
0.1868,0.3917,1,pose2,Capacitor,0,-0.2049,circuit_1243.jpg,correct_better
0.1135,0.1134,0,pose4,V-DC,1,0.0001,circuit_1243.jpg,tied
,,0,pose7,Op-Amp,2,,circuit_1243.jpg,no_correct_pose
0.1271,0.3635,1,pose0,Resistor,3,-0.2363,circuit_1243.jpg,correct_better
,,0,pose3,Op-Amp,4,,circuit_1243.jpg,no_correct_pose
0.1208,0.3499,1,pose0,Inductor,5,-0.2291,circuit_1243.jpg,correct_better
0.1409,0.3771,1,pose0,Resistor,6,-0.2362,circuit_1243.jpg,correct_better
0.1424,0.2487,1,pose0,Resistor,7,-0.1064,circuit_1243.jpg,correct_better
0.119,0.3509,1,pose0,Inductor,8,-0.2319,circuit_1243.jpg,correct_better
0.195,0.3964,1,pose2,Capacitor,9,-0.2015,circuit_1243.jpg,correct_better
0.1736,0.43,1,pose0,Resistor,10,-0.2564,circuit_1243.jpg,correct_better
0.1089,0.2218,1,pose0,Op-Amp,11,-0.1129,circuit_1243.jpg,correct_better
,,0,pose3,Op-Amp,12,,circuit_1243.jpg,no_correct_pose
0.1103,0.1101,0,pose6,I-DC,13,0.0002,circuit_1243.jpg,tied
0.118,0.3513,1,pose0,Inductor,14,-0.2333,circuit_1243.jpg,correct_better
0.1937,0.3933,1,pose2,Capacitor,15,-0.1996,circuit_1243.jpg,correct_better
,,0,pose0,Op-Amp,16,,circuit_1243.jpg,no_correct_pose
0.1332,0.3745,1,pose0,Resistor,17,-0.2413,circuit_1243.jpg,correct_better
0.1676,0.3851,1,pose2,Capacitor,0,-0.2175,circuit_1244.jpg,correct_better
0.112,0.1109,0,pose6,V-DC,1,0.0011,circuit_1244.jpg,tied
0.3455,0.0945,0,pose4,Op-Amp,2,0.2509,circuit_1244.jpg,wrong_better
0.1325,0.3643,1,pose0,Resistor,4,-0.2318,circuit_1244.jpg,correct_better
0.1287,0.3707,1,pose0,Inductor,5,-0.242,circuit_1244.jpg,correct_better
0.1234,0.3565,1,pose0,Resistor,6,-0.2331,circuit_1244.jpg,correct_better
0.1635,0.2091,1,pose0,Op-Amp,7,-0.0456,circuit_1244.jpg,correct_better
0.1671,0.3778,1,pose2,Capacitor,8,-0.2108,circuit_1244.jpg,correct_better
0.1717,0.2088,1,pose0,Op-Amp,9,-0.0371,circuit_1244.jpg,correct_better
0.1246,0.3589,1,pose0,Resistor,10,-0.2343,circuit_1244.jpg,correct_better
0.1244,0.366,1,pose0,Inductor,11,-0.2415,circuit_1244.jpg,correct_better
0.1091,0.109,0,pose6,I-DC,12,0.0001,circuit_1244.jpg,tied
,,0,pose3,Op-Amp,13,,circuit_1244.jpg,no_correct_pose
0.1221,0.3686,1,pose0,Resistor,14,-0.2465,circuit_1244.jpg,correct_better
0.1168,0.3538,1,pose0,Inductor,15,-0.237,circuit_1244.jpg,correct_better
0.163,0.379,1,pose2,Capacitor,16,-0.216,circuit_1244.jpg,correct_better
,,0,pose0,Op-Amp,17,,circuit_1244.jpg,no_correct_pose
0.1268,0.3744,1,pose0,Resistor,19,-0.2475,circuit_1244.jpg,correct_better
0.0985,0.0984,0,pose4,V-DC,0,0.0001,circuit_125.jpg,tied
0.1112,0.352,1,pose0,Inductor,1,-0.2409,circuit_125.jpg,correct_better
0.0978,0.0977,0,pose4,I-DC,2,0.0001,circuit_125.jpg,tied
0.1573,0.3765,1,pose0,Capacitor,3,-0.2193,circuit_125.jpg,correct_better
0.1513,0.3824,1,pose0,Capacitor,4,-0.2311,circuit_125.jpg,correct_better
0.1138,0.315,1,pose0,Resistor,5,-0.2013,circuit_125.jpg,correct_better
0.1065,0.3463,1,pose2,Resistor,6,-0.2398,circuit_125.jpg,correct_better
0.1411,0.3347,1,pose7,Resistor,0,-0.1936,circuit_1252.jpg,correct_better
0.1187,0.3641,1,pose0,Resistor,1,-0.2454,circuit_1252.jpg,correct_better
0.1175,0.3374,1,pose2,Resistor,2,-0.2199,circuit_1252.jpg,correct_better
0.12,0.3496,1,pose2,Resistor,3,-0.2296,circuit_1252.jpg,correct_better
0.3435,0.2396,0,pose2,BJT-PNP,4,0.1039,circuit_1252.jpg,wrong_better
0.3362,0.252,0,pose2,BJT-PNP,5,0.0842,circuit_1252.jpg,wrong_better
0.2803,0.1471,0,pose2,BJT-NPN,6,0.1331,circuit_1252.jpg,wrong_better
0.2787,0.1451,0,pose6,BJT-NPN,7,0.1336,circuit_1252.jpg,wrong_better
0.2786,0.1476,0,pose2,BJT-NPN,8,0.131,circuit_1252.jpg,wrong_better
0.1555,0.1568,1,pose0,Diode,11,-0.0012,circuit_1252.jpg,tied
0.2752,0.1481,0,pose2,BJT-NPN,12,0.1271,circuit_1252.jpg,wrong_better
0.136,0.3599,1,pose2,Resistor,13,-0.224,circuit_1252.jpg,correct_better
0.2852,0.1516,0,pose6,BJT-NPN,15,0.1336,circuit_1252.jpg,wrong_better
0.1516,0.1528,1,pose0,Diode,16,-0.0012,circuit_1252.jpg,tied
0.1327,0.3568,1,pose2,Resistor,17,-0.224,circuit_1252.jpg,correct_better
0.2482,0.1493,0,pose6,BJT-NPN,19,0.0989,circuit_1252.jpg,wrong_better
0.2782,0.1444,0,pose6,BJT-NPN,21,0.1338,circuit_1252.jpg,wrong_better
0.0947,0.3846,1,pose0,I-AC,0,-0.2899,circuit_1256.jpg,correct_better
0.1739,0.3842,1,pose0,Capacitor,2,-0.2103,circuit_1256.jpg,correct_better
0.1682,0.2858,1,pose0,Capacitor,3,-0.1176,circuit_1256.jpg,correct_better
0.1565,0.2718,1,pose0,Capacitor,4,-0.1153,circuit_1256.jpg,correct_better
0.1701,0.1579,0,pose2,Capacitor,5,0.0122,circuit_1256.jpg,tied
0.1726,0.2626,1,pose0,Capacitor,6,-0.09,circuit_1256.jpg,correct_better
0.1563,0.3856,1,pose0,Capacitor,7,-0.2294,circuit_1256.jpg,correct_better
0.1131,0.293,1,pose2,Inductor,8,-0.1799,circuit_1256.jpg,correct_better
0.1176,0.2399,1,pose2,Inductor,9,-0.1224,circuit_1256.jpg,correct_better
0.1185,0.2774,1,pose2,Inductor,10,-0.1589,circuit_1256.jpg,correct_better
0.1089,0.3431,1,pose0,Inductor,11,-0.2341,circuit_1256.jpg,correct_better
0.1195,0.3783,1,pose2,Resistor,12,-0.2588,circuit_1256.jpg,correct_better
0.1294,0.3711,1,pose2,Resistor,13,-0.2417,circuit_1256.jpg,correct_better
0.1257,0.2332,1,pose2,Resistor,14,-0.1075,circuit_1256.jpg,correct_better
0.0981,0.0969,0,pose6,V-DC,15,0.0012,circuit_1256.jpg,tied
0.109,0.1077,0,pose6,V-DC,16,0.0012,circuit_1256.jpg,tied
0.095,0.1461,1,pose2,I-AC,17,-0.051,circuit_1256.jpg,correct_better
0.093,0.0931,1,pose0,V-DC,0,-0.0001,circuit_1258.jpg,tied
0.1462,0.3667,1,pose0,Capacitor,1,-0.2205,circuit_1258.jpg,correct_better
0.1125,0.3531,1,pose2,Inductor,2,-0.2406,circuit_1258.jpg,correct_better
0.1073,0.3342,1,pose0,Resistor,3,-0.2269,circuit_1258.jpg,correct_better
0.1054,0.3443,1,pose0,Inductor,4,-0.2389,circuit_1258.jpg,correct_better
0.1466,0.1441,0,pose6,I-DC,5,0.0025,circuit_1258.jpg,tied
0.1108,0.3524,1,pose2,Resistor,6,-0.2416,circuit_1258.jpg,correct_better
0.0945,0.3793,1,pose0,I-AC,0,-0.2848,circuit_1262.jpg,correct_better
0.1017,0.3983,1,pose0,V-AC,1,-0.2965,circuit_1262.jpg,correct_better
0.1484,0.3765,1,pose0,Capacitor,2,-0.2281,circuit_1262.jpg,correct_better
0.1106,0.3385,1,pose0,Resistor,3,-0.2279,circuit_1262.jpg,correct_better
0.1076,0.3463,1,pose2,Resistor,4,-0.2386,circuit_1262.jpg,correct_better
0.1087,0.3464,1,pose0,Inductor,5,-0.2377,circuit_1262.jpg,correct_better
0.102,0.1019,0,pose4,V-DC,0,0.0,circuit_1268.jpg,tied
0.1028,0.103,1,pose0,V-DC,1,-0.0001,circuit_1268.jpg,tied
0.1651,0.3722,1,pose2,Capacitor,3,-0.2072,circuit_1268.jpg,correct_better
0.1094,0.3792,1,pose0,I-AC,4,-0.2698,circuit_1268.jpg,correct_better
0.1048,0.1053,1,pose0,I-DC,5,-0.0005,circuit_1268.jpg,tied
0.1178,0.3549,1,pose0,Inductor,6,-0.2371,circuit_1268.jpg,correct_better
0.1172,0.3578,1,pose0,Inductor,7,-0.2406,circuit_1268.jpg,correct_better
0.1683,0.3838,1,pose2,Capacitor,8,-0.2154,circuit_1268.jpg,correct_better
0.1769,0.3852,1,pose2,Capacitor,9,-0.2083,circuit_1268.jpg,correct_better
0.1169,0.3616,1,pose0,Inductor,10,-0.2446,circuit_1268.jpg,correct_better
0.1485,0.3785,1,pose0,Capacitor,11,-0.2301,circuit_1268.jpg,correct_better
0.1228,0.3624,1,pose0,Inductor,12,-0.2397,circuit_1268.jpg,correct_better
,,1,pose0,V-AC,13,,circuit_1268.jpg,no_wrong_pose
0.1063,0.3902,1,pose2,I-AC,0,-0.2839,circuit_1272.jpg,correct_better
0.1149,0.3974,1,pose0,I-AC,1,-0.2825,circuit_1272.jpg,correct_better
0.113,0.1129,0,pose4,V-DC,2,0.0001,circuit_1272.jpg,tied
,,1,pose0,V-AC,3,,circuit_1272.jpg,no_wrong_pose
,,0,pose2,MOSFET-P,5,,circuit_1272.jpg,no_correct_pose
,,1,pose0,V-AC,6,,circuit_1272.jpg,no_wrong_pose
,,0,pose2,MOSFET-P,7,,circuit_1272.jpg,no_correct_pose
0.2597,0.172,0,pose6,MOSFET-N,8,0.0878,circuit_1272.jpg,wrong_better
0.1485,0.1532,1,pose2,Zener Diode,9,-0.0047,circuit_1272.jpg,tied
,,0,pose2,MOSFET-P,10,,circuit_1272.jpg,no_correct_pose
0.1883,0.1626,0,pose6,MOSFET-N,11,0.0257,circuit_1272.jpg,wrong_better
0.1458,0.3842,1,pose0,Resistor,12,-0.2385,circuit_1272.jpg,correct_better
0.2775,0.1851,0,pose6,MOSFET-N,14,0.0924,circuit_1272.jpg,wrong_better
0.1203,0.344,1,pose0,Resistor,0,-0.2237,circuit_136.jpg,correct_better
0.1225,0.342,1,pose0,Resistor,1,-0.2196,circuit_136.jpg,correct_better
0.1124,0.1125,1,pose0,V-DC,2,-0.0001,circuit_136.jpg,tied
0.1728,0.3734,1,pose0,Capacitor,4,-0.2006,circuit_136.jpg,correct_better
0.1248,0.3523,1,pose2,Resistor,5,-0.2276,circuit_136.jpg,correct_better
0.1266,0.3658,1,pose2,Inductor,6,-0.2392,circuit_136.jpg,correct_better
0.0843,0.0842,0,pose4,V-DC,0,0.0001,circuit_138.jpg,tied
0.1465,0.264,1,pose0,Capacitor,1,-0.1175,circuit_138.jpg,correct_better
0.0841,0.084,0,pose4,I-DC,2,0.0001,circuit_138.jpg,tied
0.1024,0.3496,1,pose0,Inductor,3,-0.2472,circuit_138.jpg,correct_better
0.1024,0.341,1,pose0,Resistor,4,-0.2386,circuit_138.jpg,correct_better
0.1026,0.2115,1,pose2,Resistor,5,-0.1089,circuit_138.jpg,correct_better
0.1288,0.362,1,pose0,Inductor,0,-0.2332,circuit_153.jpg,correct_better
0.1221,0.3527,1,pose0,Inductor,1,-0.2306,circuit_153.jpg,correct_better
0.1232,0.3582,1,pose0,Inductor,2,-0.235,circuit_153.jpg,correct_better
0.1222,0.3477,1,pose0,Inductor,3,-0.2255,circuit_153.jpg,correct_better
0.1875,0.3992,1,pose2,Capacitor,4,-0.2117,circuit_153.jpg,correct_better
0.1737,0.3871,1,pose2,Capacitor,5,-0.2133,circuit_153.jpg,correct_better
0.1745,0.4013,1,pose0,Capacitor,6,-0.2267,circuit_153.jpg,correct_better
0.1851,0.3943,1,pose2,Capacitor,7,-0.2093,circuit_153.jpg,correct_better
0.1218,0.1219,1,pose0,V-DC,9,-0.0001,circuit_153.jpg,tied
0.1145,0.1145,1,pose0,I-DC,10,-0.0,circuit_153.jpg,tied
0.1118,0.1118,1,pose0,V-DC,11,-0.0,circuit_153.jpg,tied
0.1167,0.3822,1,pose0,I-AC,12,-0.2655,circuit_153.jpg,correct_better
,,1,pose0,V-AC,13,,circuit_153.jpg,no_wrong_pose
,,1,pose0,V-AC,0,,circuit_155.jpg,no_wrong_pose
0.115,0.355,1,pose0,Inductor,1,-0.24,circuit_155.jpg,correct_better
0.1015,0.1014,0,pose6,I-DC,2,0.0002,circuit_155.jpg,tied
0.1358,0.1343,0,pose4,Zener Diode,3,0.0015,circuit_155.jpg,tied
0.1407,0.1453,1,pose2,Zener Diode,4,-0.0046,circuit_155.jpg,tied
0.1506,0.1518,1,pose0,Diode,5,-0.0012,circuit_155.jpg,tied
0.1125,0.3561,1,pose2,Resistor,6,-0.2436,circuit_155.jpg,correct_better
0.1114,0.3517,1,pose0,Inductor,7,-0.2403,circuit_155.jpg,correct_better
0.1624,0.1638,1,pose0,Diode,8,-0.0014,circuit_155.jpg,tied
0.1411,0.1394,0,pose4,Zener Diode,9,0.0017,circuit_155.jpg,tied
0.1536,0.1549,1,pose0,Diode,10,-0.0013,circuit_155.jpg,tied
0.1109,0.3453,1,pose0,Inductor,11,-0.2345,circuit_155.jpg,correct_better
0.1641,0.1655,1,pose0,Diode,12,-0.0014,circuit_155.jpg,tied
0.1621,0.1634,1,pose0,Diode,13,-0.0013,circuit_155.jpg,tied
0.1682,0.3847,1,pose2,Capacitor,15,-0.2165,circuit_155.jpg,correct_better
0.174,0.3881,1,pose2,Capacitor,16,-0.2141,circuit_155.jpg,correct_better
0.1768,0.3847,1,pose2,Capacitor,18,-0.2078,circuit_155.jpg,correct_better
0.111,0.3384,1,pose0,Resistor,0,-0.2274,circuit_170.jpg,correct_better
0.1134,0.3409,1,pose0,Resistor,1,-0.2276,circuit_170.jpg,correct_better
0.1516,0.3705,1,pose0,Capacitor,2,-0.2189,circuit_170.jpg,correct_better
0.1145,0.3427,1,pose2,Resistor,3,-0.2282,circuit_170.jpg,correct_better
0.1077,0.3392,1,pose0,Resistor,4,-0.2315,circuit_170.jpg,correct_better
0.1046,0.3485,1,pose0,Inductor,6,-0.2439,circuit_170.jpg,correct_better
0.093,0.0929,0,pose6,I-DC,7,0.0001,circuit_170.jpg,tied
0.0891,0.0889,0,pose6,I-DC,8,0.0001,circuit_170.jpg,tied
0.1084,0.3443,1,pose0,Inductor,9,-0.2359,circuit_170.jpg,correct_better
0.1061,0.3901,1,pose2,I-AC,0,-0.284,circuit_178.jpg,correct_better
0.1702,0.3917,1,pose0,Capacitor,1,-0.2215,circuit_178.jpg,correct_better
0.1114,0.23,1,pose0,Resistor,2,-0.1186,circuit_178.jpg,correct_better
,,1,pose0,V-AC,3,,circuit_178.jpg,no_wrong_pose
0.1216,0.3627,1,pose2,Inductor,4,-0.2412,circuit_178.jpg,correct_better
0.119,0.3403,1,pose2,Resistor,5,-0.2213,circuit_178.jpg,correct_better
0.1078,0.3924,1,pose2,I-AC,0,-0.2846,circuit_184.jpg,correct_better
0.1,0.0988,0,pose6,V-DC,1,0.0012,circuit_184.jpg,tied
0.1158,0.4009,1,pose2,V-AC,2,-0.2851,circuit_184.jpg,correct_better
0.1391,0.3773,1,pose0,Inductor,4,-0.2382,circuit_184.jpg,correct_better
0.1493,0.3981,1,pose0,Inductor,5,-0.2488,circuit_184.jpg,correct_better
0.1709,0.3989,1,pose0,Capacitor,7,-0.228,circuit_184.jpg,correct_better
0.1701,0.3859,1,pose2,Capacitor,8,-0.2158,circuit_184.jpg,correct_better
0.1841,0.3955,1,pose2,Capacitor,9,-0.2114,circuit_184.jpg,correct_better
0.1441,0.3883,1,pose0,Inductor,10,-0.2442,circuit_184.jpg,correct_better
0.1941,0.3602,1,pose3,Capacitor,11,-0.1661,circuit_184.jpg,correct_better
0.1447,0.3874,1,pose0,Inductor,12,-0.2427,circuit_184.jpg,correct_better
0.1163,0.3431,1,pose0,Resistor,0,-0.2268,circuit_185.jpg,correct_better
0.1705,0.3943,1,pose0,Capacitor,1,-0.2238,circuit_185.jpg,correct_better
0.1135,0.3964,1,pose2,V-AC,2,-0.2828,circuit_185.jpg,correct_better
0.1167,0.3521,1,pose2,Inductor,4,-0.2354,circuit_185.jpg,correct_better
0.1019,0.102,1,pose0,I-DC,0,-0.0001,circuit_187.jpg,tied
0.1017,0.1017,0,pose4,V-DC,1,0.0001,circuit_187.jpg,tied
0.0995,0.0996,1,pose0,V-DC,2,-0.0001,circuit_187.jpg,tied
0.1616,0.3749,1,pose0,Capacitor,3,-0.2133,circuit_187.jpg,correct_better
,,1,pose0,V-AC,4,,circuit_187.jpg,no_wrong_pose
0.1685,0.3747,1,pose0,Capacitor,5,-0.2062,circuit_187.jpg,correct_better
0.1661,0.3698,1,pose0,Capacitor,6,-0.2037,circuit_187.jpg,correct_better
0.1003,0.3882,1,pose0,I-AC,7,-0.2879,circuit_187.jpg,correct_better
0.1114,0.265,1,pose2,Resistor,9,-0.1536,circuit_187.jpg,correct_better
0.1201,0.3536,1,pose2,Inductor,10,-0.2334,circuit_187.jpg,correct_better
0.1248,0.3674,1,pose2,Inductor,11,-0.2426,circuit_187.jpg,correct_better
0.172,0.3805,1,pose0,Capacitor,12,-0.2085,circuit_187.jpg,correct_better
0.1206,0.3624,1,pose2,Inductor,13,-0.2418,circuit_187.jpg,correct_better
0.0955,0.0953,0,pose6,I-DC,0,0.0002,circuit_19.jpg,tied
0.0961,0.0961,1,pose0,V-DC,1,-0.0,circuit_19.jpg,tied
0.1106,0.3359,1,pose0,Resistor,3,-0.2253,circuit_19.jpg,correct_better
0.106,0.3329,1,pose0,Resistor,4,-0.2268,circuit_19.jpg,correct_better
0.1119,0.3577,1,pose0,Inductor,5,-0.2458,circuit_19.jpg,correct_better
0.1059,0.3453,1,pose0,Resistor,6,-0.2395,circuit_19.jpg,correct_better
0.1075,0.3582,1,pose2,Inductor,7,-0.2508,circuit_19.jpg,correct_better
0.1087,0.2046,1,pose2,Inductor,8,-0.096,circuit_19.jpg,correct_better
0.1058,0.1047,0,pose6,V-DC,0,0.0011,circuit_193.jpg,tied
0.1153,0.3623,1,pose0,Inductor,1,-0.247,circuit_193.jpg,correct_better
0.1236,0.3598,1,pose0,Inductor,2,-0.2362,circuit_193.jpg,correct_better
0.1509,0.1493,0,pose4,Zener Diode,3,0.0016,circuit_193.jpg,tied
0.1219,0.3699,1,pose0,Inductor,4,-0.248,circuit_193.jpg,correct_better
0.1259,0.3649,1,pose0,Resistor,5,-0.239,circuit_193.jpg,correct_better
0.1512,0.1497,0,pose4,Zener Diode,6,0.0015,circuit_193.jpg,tied
0.1294,0.3803,1,pose2,Inductor,7,-0.2508,circuit_193.jpg,correct_better
0.1297,0.3574,1,pose2,Resistor,8,-0.2277,circuit_193.jpg,correct_better
0.1395,0.3768,1,pose0,Resistor,9,-0.2373,circuit_193.jpg,correct_better
0.1786,0.3863,1,pose2,Capacitor,10,-0.2078,circuit_193.jpg,correct_better
0.1311,0.2597,1,pose2,Resistor,11,-0.1285,circuit_193.jpg,correct_better
0.1642,0.1654,1,pose0,Diode,12,-0.0012,circuit_193.jpg,tied
0.1646,0.1659,1,pose0,Diode,13,-0.0013,circuit_193.jpg,tied
0.1634,0.1648,1,pose0,Diode,14,-0.0014,circuit_193.jpg,tied
0.146,0.3948,1,pose2,Resistor,15,-0.2487,circuit_193.jpg,correct_better
0.1056,0.3933,1,pose2,V-AC,17,-0.2877,circuit_193.jpg,correct_better
0.1446,0.1429,0,pose4,Zener Diode,18,0.0017,circuit_193.jpg,tied
0.1444,0.1427,0,pose4,Zener Diode,19,0.0017,circuit_193.jpg,tied
0.1076,0.3508,1,pose0,Inductor,0,-0.2432,circuit_198.jpg,correct_better
0.1034,0.3461,1,pose2,V-AC,1,-0.2428,circuit_198.jpg,correct_better
0.0993,0.0992,0,pose6,I-DC,2,0.0001,circuit_198.jpg,tied
0.1714,0.3746,1,pose2,Capacitor,4,-0.2032,circuit_198.jpg,correct_better
0.1798,0.38,1,pose2,Capacitor,5,-0.2002,circuit_198.jpg,correct_better
0.1883,0.3908,1,pose2,Capacitor,6,-0.2025,circuit_198.jpg,correct_better
0.1122,0.3566,1,pose0,Inductor,7,-0.2444,circuit_198.jpg,correct_better
0.1152,0.2588,1,pose0,Inductor,8,-0.1436,circuit_198.jpg,correct_better
0.1562,0.1575,1,pose0,Diode,9,-0.0013,circuit_198.jpg,tied
0.1525,0.1538,1,pose0,Diode,10,-0.0013,circuit_198.jpg,tied
0.1581,0.1594,1,pose0,Diode,11,-0.0013,circuit_198.jpg,tied
0.1534,0.1548,1,pose0,Diode,12,-0.0014,circuit_198.jpg,tied
0.1502,0.1515,1,pose0,Diode,13,-0.0012,circuit_198.jpg,tied
0.1168,0.3517,1,pose2,Resistor,14,-0.2349,circuit_198.jpg,correct_better
0.1281,0.1266,0,pose4,Zener Diode,16,0.0015,circuit_198.jpg,tied
0.1252,0.1298,1,pose2,Zener Diode,17,-0.0046,circuit_198.jpg,tied
0.1306,0.1354,1,pose2,Zener Diode,18,-0.0048,circuit_198.jpg,tied
0.1065,0.3873,1,pose2,I-AC,0,-0.2808,circuit_205.jpg,correct_better
0.1098,0.1098,1,pose0,V-DC,1,-0.0001,circuit_205.jpg,tied
,,0,pose6,MOSFET-P,2,,circuit_205.jpg,no_correct_pose
0.1075,0.3915,1,pose2,I-AC,3,-0.284,circuit_205.jpg,correct_better
,,0,pose2,MOSFET-P,4,,circuit_205.jpg,no_correct_pose
0.2594,0.1653,0,pose6,MOSFET-N,5,0.0941,circuit_205.jpg,wrong_better
0.1129,0.3937,1,pose2,V-AC,8,-0.2808,circuit_205.jpg,correct_better
0.2783,0.1566,0,pose6,MOSFET-N,9,0.1216,circuit_205.jpg,wrong_better
0.1673,0.3428,1,pose2,V-AC,10,-0.1755,circuit_205.jpg,correct_better
,,0,pose2,MOSFET-P,11,,circuit_205.jpg,no_correct_pose
0.1367,0.3788,1,pose0,Resistor,12,-0.2421,circuit_205.jpg,correct_better
0.139,0.1375,0,pose4,Zener Diode,13,0.0014,circuit_205.jpg,tied
0.2721,0.1587,0,pose6,MOSFET-N,14,0.1133,circuit_205.jpg,wrong_better
0.1183,0.1186,1,pose0,V-DC,0,-0.0002,circuit_210.jpg,tied
0.1202,0.3963,1,pose2,I-AC,1,-0.2761,circuit_210.jpg,correct_better
0.1335,0.2626,1,pose2,I-AC,2,-0.1291,circuit_210.jpg,correct_better
0.1189,0.3941,1,pose2,V-AC,3,-0.2752,circuit_210.jpg,correct_better
0.1278,0.3529,1,pose0,Resistor,4,-0.2251,circuit_210.jpg,correct_better
0.1223,0.4056,1,pose2,V-AC,5,-0.2832,circuit_210.jpg,correct_better
0.297,0.1779,0,pose6,MOSFET-N,7,0.1191,circuit_210.jpg,wrong_better
,,0,pose2,MOSFET-P,8,,circuit_210.jpg,no_correct_pose
0.1389,0.137,0,pose4,Zener Diode,9,0.0018,circuit_210.jpg,tied
0.2639,0.1749,0,pose6,MOSFET-N,10,0.0889,circuit_210.jpg,wrong_better
,,0,pose2,MOSFET-P,11,,circuit_210.jpg,no_correct_pose
0.2687,0.1799,0,pose6,MOSFET-N,12,0.0887,circuit_210.jpg,wrong_better
,,0,pose6,MOSFET-P,13,,circuit_210.jpg,no_correct_pose
0.108,0.3842,1,pose2,I-AC,0,-0.2763,circuit_215.jpg,correct_better
0.1058,0.1058,0,pose4,V-DC,1,0.0001,circuit_215.jpg,tied
0.1009,0.389,1,pose0,I-AC,2,-0.288,circuit_215.jpg,correct_better
0.2702,0.2592,0,pose0,MOSFET-P,3,0.011,circuit_215.jpg,tied
0.1071,0.3911,1,pose2,V-AC,4,-0.2839,circuit_215.jpg,correct_better
0.271,0.2461,0,pose0,MOSFET-P,5,0.0249,circuit_215.jpg,wrong_better
0.1137,0.3941,1,pose2,V-AC,6,-0.2804,circuit_215.jpg,correct_better
,,0,pose2,MOSFET-P,7,,circuit_215.jpg,no_correct_pose
0.1461,0.1446,0,pose4,Zener Diode,9,0.0015,circuit_215.jpg,tied
0.2479,0.159,0,pose6,MOSFET-N,10,0.0889,circuit_215.jpg,wrong_better
,,0,pose4,MOSFET-N,11,,circuit_215.jpg,no_correct_pose
