image,x,y,degree,label,prob,n_gt_nets
circuit_1134.jpg,847,410,4,1,0.1205,7
circuit_1134.jpg,608,411,4,1,0.3004,7
circuit_1134.jpg,622,413,4,1,0.1352,7
circuit_1134.jpg,512,414,3,1,0.0026,7
circuit_1134.jpg,494,415,3,1,0.0019,7
circuit_1134.jpg,405,418,4,1,0.3806,7
circuit_1134.jpg,338,419,3,1,0.002,7
circuit_1134.jpg,427,422,4,1,0.0175,7
circuit_1134.jpg,248,420,3,1,0.0692,7
circuit_1134.jpg,630,432,4,1,0.0134,7
circuit_1134.jpg,427,456,3,1,0.0271,7
circuit_1134.jpg,244,552,3,1,0.0708,7
circuit_1134.jpg,622,564,4,1,0.0067,7
circuit_1134.jpg,431,566,3,1,0.0066,7
circuit_1134.jpg,844,575,4,1,0.02,7
circuit_1134.jpg,427,580,4,1,0.0752,7
circuit_1134.jpg,240,592,3,1,0.0318,7
circuit_1134.jpg,438,585,5,1,0.1902,7
circuit_1134.jpg,632,588,4,1,0.5647,7
circuit_1134.jpg,614,588,3,1,0.7809,7
circuit_1134.jpg,426,608,4,1,0.0029,7
circuit_1134.jpg,622,739,3,1,0.0005,7
circuit_1134.jpg,622,762,4,1,0.1275,7
circuit_1134.jpg,425,760,4,1,0.0342,7
circuit_1134.jpg,845,760,4,1,0.0549,7
circuit_1134.jpg,422,888,4,1,0.0246,7
circuit_1134.jpg,624,888,3,1,0.01,7
circuit_1134.jpg,240,894,3,1,0.1856,7
circuit_1134.jpg,794,893,3,1,0.0063,7
circuit_1134.jpg,841,899,3,1,0.0003,7
circuit_1135.jpg,434,372,3,0,0.0005,1
circuit_1135.jpg,640,375,4,1,0.0123,2
circuit_1135.jpg,164,590,3,1,0.0164,2
circuit_1135.jpg,163,608,3,1,0.0003,2
circuit_1135.jpg,639,615,4,1,0.6443,2
circuit_1135.jpg,812,618,4,1,0.0021,2
circuit_1145.jpg,294,379,4,1,0.1003,2
circuit_1145.jpg,460,380,4,1,0.002,2
circuit_1145.jpg,671,382,3,1,0.0005,3
circuit_1145.jpg,295,408,3,1,0.0654,2
circuit_1145.jpg,677,478,3,1,0.0513,3
circuit_1145.jpg,677,594,3,1,0.0055,3
circuit_1145.jpg,475,602,4,1,0.9114,3
circuit_1145.jpg,498,605,3,1,0.0088,3
circuit_1145.jpg,306,608,4,1,0.0078,3
circuit_1145.jpg,142,614,4,1,0.0004,3
circuit_1153.jpg,486,259,3,0,0.0002,1
circuit_1153.jpg,504,260,3,0,0.002,1
circuit_1153.jpg,638,283,4,0,0.0005,1
circuit_1153.jpg,807,286,3,0,0.0004,1
circuit_1153.jpg,51,291,3,0,0.0004,1
circuit_1153.jpg,76,293,4,0,0.0114,1
circuit_1153.jpg,120,295,3,0,0.0037,1
circuit_1153.jpg,806,320,3,0,0.0643,1
circuit_1153.jpg,75,330,3,0,0.0001,1
circuit_1153.jpg,638,347,4,0,0.0076,1
circuit_1153.jpg,337,352,4,1,0.0476,2
circuit_1153.jpg,515,350,4,0,0.0806,1
circuit_1153.jpg,176,351,4,0,0.0024,1
circuit_1153.jpg,998,355,3,0,0.0004,1
circuit_1153.jpg,804,359,4,0,0.0053,1
circuit_1153.jpg,514,370,4,0,0.1351,1
circuit_1153.jpg,655,372,3,0,0.0004,1
circuit_1153.jpg,358,394,3,1,0.0001,3
circuit_1153.jpg,838,406,4,0,0.002,1
circuit_1153.jpg,809,416,5,0,0.9681,1
circuit_1153.jpg,762,414,4,0,0.0035,1
circuit_1153.jpg,790,423,4,0,0.998,1
circuit_1153.jpg,827,425,3,0,0.7977,1
circuit_1153.jpg,771,433,4,0,0.987,1
circuit_1153.jpg,788,442,4,0,0.9154,1
circuit_1153.jpg,802,445,4,0,0.4533,1
circuit_1153.jpg,814,446,4,0,0.3206,1
circuit_1153.jpg,828,446,3,0,0.0539,1
circuit_1153.jpg,645,448,4,0,0.0006,1
circuit_1153.jpg,270,474,3,1,0.0045,3
circuit_1153.jpg,358,474,4,1,0.0687,3
circuit_1153.jpg,518,482,3,0,0.0639,1
circuit_1153.jpg,997,486,3,0,0.0468,1
circuit_1153.jpg,856,492,3,0,0.0007,1
circuit_1153.jpg,892,497,4,0,0.4161,1
circuit_1153.jpg,265,508,2,1,0.9877,3
circuit_1153.jpg,313,500,4,1,0.1198,3
circuit_1153.jpg,862,505,4,0,0.1104,1
circuit_1153.jpg,291,508,4,1,0.986,3
circuit_1153.jpg,912,504,4,0,0.0014,1
circuit_1153.jpg,314,510,4,1,0.114,3
circuit_1153.jpg,328,508,3,1,0.0171,3
circuit_1153.jpg,929,509,3,0,0.0001,1
circuit_1153.jpg,358,514,4,1,0.1484,3
circuit_1153.jpg,645,520,3,0,0.0174,1
circuit_1153.jpg,520,522,3,0,0.0014,1
circuit_1153.jpg,930,522,3,0,0.0001,1
circuit_1153.jpg,548,523,4,0,0.0054,1
circuit_1153.jpg,826,524,3,0,0.0094,1
circuit_1153.jpg,996,526,3,0,0.0171,1
circuit_1153.jpg,40,534,4,0,0.0004,1
circuit_1153.jpg,72,535,3,0,0.0015,1
circuit_1153.jpg,86,537,4,0,0.0187,1
circuit_1153.jpg,250,542,4,1,0.824,3
circuit_1153.jpg,553,554,4,0,0.9678,1
circuit_1153.jpg,583,549,4,0,0.9555,1
circuit_1153.jpg,542,546,4,0,0.5662,1
circuit_1153.jpg,663,546,3,0,0.0001,1
circuit_1153.jpg,998,552,3,0,0.081,1
circuit_1153.jpg,604,556,4,0,0.0026,1
circuit_1153.jpg,519,562,4,0,0.0316,1
circuit_1153.jpg,98,607,3,0,0.0002,1
circuit_1153.jpg,788,615,4,0,0.964,1
circuit_1153.jpg,719,613,4,0,0.0002,1
circuit_1153.jpg,750,625,4,0,0.5984,1
circuit_1153.jpg,723,630,3,0,0.0074,1
circuit_1153.jpg,714,633,4,1,0.0003,2
circuit_1153.jpg,798,644,4,0,0.0337,1
circuit_1153.jpg,632,649,4,0,0.0004,1
circuit_1153.jpg,518,662,3,0,0.167,1
circuit_1153.jpg,581,675,4,0,0.5863,1
circuit_1153.jpg,603,668,3,0,0.0037,1
circuit_1153.jpg,548,686,4,0,0.6397,1
circuit_1153.jpg,600,683,3,0,0.0193,1
circuit_1153.jpg,518,702,4,0,0.0646,1
circuit_1153.jpg,546,701,3,0,0.0481,1
circuit_1153.jpg,820,712,4,0,0.6938,1
circuit_1153.jpg,636,725,4,0,0.0116,1
circuit_1153.jpg,518,728,3,0,0.0004,1
circuit_1153.jpg,816,729,4,0,0.0098,1
circuit_1153.jpg,654,756,3,0,0.0001,1
circuit_1162.jpg,584,320,4,0,0.0003,1
circuit_1162.jpg,623,326,4,0,0.0065,1
circuit_1162.jpg,635,324,3,0,0.0002,1
circuit_1162.jpg,596,331,4,0,0.0367,1
circuit_1162.jpg,626,356,4,0,0.0005,1
circuit_1162.jpg,350,357,4,0,0.025,1
circuit_1162.jpg,672,358,3,0,0.02,1
circuit_1162.jpg,514,359,4,0,0.0186,1
circuit_1162.jpg,817,359,3,0,0.0004,1
circuit_1162.jpg,515,372,3,0,0.2053,1
circuit_1162.jpg,517,384,3,0,0.004,1
circuit_1162.jpg,90,438,4,1,0.0075,2
circuit_1162.jpg,53,441,4,1,0.003,2
circuit_1162.jpg,127,447,3,1,0.0018,2
circuit_1162.jpg,429,457,4,1,0.0001,2
circuit_1162.jpg,469,461,5,1,0.0232,2
circuit_1162.jpg,128,476,4,1,0.9821,2
circuit_1162.jpg,356,482,4,1,0.9909,2
circuit_1162.jpg,818,482,3,0,0.9849,1
circuit_1162.jpg,912,482,3,0,0.001,1
circuit_1162.jpg,459,486,4,1,0.0002,2
circuit_1162.jpg,472,486,4,1,0.0031,2
circuit_1162.jpg,528,486,4,1,0.9748,2
circuit_1162.jpg,682,486,4,1,0.8985,2
circuit_1162.jpg,355,508,3,1,0.0653,2
circuit_1162.jpg,820,510,3,0,0.07,1
circuit_1162.jpg,917,514,3,0,0.0047,1
circuit_1162.jpg,355,596,3,1,0.1105,3
circuit_1162.jpg,121,642,3,0,0.0003,1
circuit_1162.jpg,689,646,3,1,0.069,3
circuit_1162.jpg,355,655,3,1,0.0153,3
circuit_1162.jpg,538,663,4,1,0.0147,3
circuit_1162.jpg,579,667,3,1,0.002,3
circuit_1162.jpg,690,667,4,1,0.0031,3
circuit_1166.jpg,198,144,4,1,0.0003,2
circuit_1166.jpg,492,146,4,1,0.0008,2
circuit_1166.jpg,502,147,3,1,0.0017,2
circuit_1166.jpg,562,151,3,1,0.0036,2
circuit_1166.jpg,686,158,3,1,0.0025,2
circuit_1166.jpg,706,159,3,1,0.0028,2
circuit_1166.jpg,756,161,3,1,0.0011,2
circuit_1166.jpg,197,270,4,1,0.0126,3
circuit_1166.jpg,104,271,3,1,0.0003,3
circuit_1166.jpg,712,272,3,0,0.0001,1
circuit_1166.jpg,843,322,3,0,0.0015,1
circuit_1166.jpg,846,348,3,0,0.0314,1
circuit_1166.jpg,849,374,3,0,0.0394,1
circuit_1166.jpg,714,394,4,1,0.3775,3
circuit_1166.jpg,622,396,3,0,0.0025,1
circuit_1166.jpg,852,400,4,0,0.1716,1
circuit_1166.jpg,732,401,3,1,0.172,3
circuit_1166.jpg,416,409,4,1,0.013,2
circuit_1166.jpg,257,410,4,1,0.863,2
circuit_1166.jpg,210,411,3,1,0.0001,2
circuit_1166.jpg,722,415,4,1,0.0709,3
circuit_1166.jpg,854,420,3,0,0.0885,1
circuit_1166.jpg,711,422,3,1,0.0153,2
circuit_1166.jpg,422,432,3,1,0.0474,2
circuit_1166.jpg,855,434,3,0,0.0647,1
circuit_1166.jpg,815,490,3,0,0.0004,1
circuit_1166.jpg,854,490,4,0,0.025,1
circuit_1166.jpg,434,502,4,1,0.0574,2
circuit_1166.jpg,723,526,3,1,0.0352,2
circuit_1166.jpg,126,518,3,1,0.0022,2
circuit_1166.jpg,859,525,3,0,0.0393,1
circuit_1166.jpg,182,521,4,0,0.0002,1
circuit_1166.jpg,124,530,3,1,0.1371,2
circuit_1166.jpg,863,556,3,0,0.0124,1
circuit_1166.jpg,123,569,4,1,0.0021,2
circuit_1166.jpg,731,572,3,1,0.013,2
circuit_1166.jpg,264,602,3,1,0.1693,2
circuit_1166.jpg,729,604,3,1,0.0604,2
circuit_1166.jpg,821,608,3,0,0.0025,1
circuit_1166.jpg,259,620,3,1,0.1631,2
circuit_1166.jpg,171,630,3,1,0.0258,4
circuit_1166.jpg,118,648,3,1,0.0638,2
circuit_1166.jpg,823,656,3,0,0.0453,1
circuit_1166.jpg,459,668,4,1,0.0252,2
circuit_1166.jpg,878,678,3,0,0.0427,1
circuit_1166.jpg,882,696,3,0,0.0101,1
circuit_1166.jpg,510,726,3,1,0.0092,2
circuit_1166.jpg,513,736,3,1,0.0017,2
circuit_1166.jpg,593,740,4,1,0.3365,5
circuit_1166.jpg,562,742,3,1,0.0025,2
circuit_1166.jpg,606,742,3,1,0.3437,5
circuit_1166.jpg,830,762,4,0,0.0001,1
circuit_1166.jpg,597,766,4,1,0.0234,5
circuit_1166.jpg,592,776,3,1,0.0043,4
circuit_1166.jpg,115,778,3,1,0.2022,4
circuit_1166.jpg,731,788,3,1,0.001,4
circuit_1166.jpg,733,802,3,1,0.0488,4
circuit_1166.jpg,166,816,4,1,0.0167,4
circuit_1166.jpg,447,821,4,1,0.0006,4
circuit_1166.jpg,231,822,3,1,0.0183,4
circuit_1166.jpg,591,825,3,1,0.002,4
circuit_1166.jpg,434,827,3,1,0.0008,4
circuit_1166.jpg,786,833,5,1,0.0011,4
circuit_1166.jpg,290,831,3,1,0.0033,4
circuit_1166.jpg,616,833,3,1,0.0073,4
circuit_1166.jpg,628,834,3,1,0.0049,4
circuit_1166.jpg,734,834,4,1,0.6383,4
circuit_1166.jpg,893,840,4,1,0.0048,4
circuit_1172.jpg,812,94,4,1,0.0019,2
circuit_1172.jpg,496,100,3,1,0.0257,2
circuit_1172.jpg,213,112,4,1,0.0005,2
circuit_1172.jpg,213,124,3,1,0.0025,2
circuit_1172.jpg,830,170,3,1,0.0512,2
circuit_1172.jpg,831,186,3,1,0.0247,2
circuit_1172.jpg,736,249,3,0,0.0001,1
circuit_1172.jpg,159,254,3,1,0.0009,3
circuit_1172.jpg,161,268,3,1,0.0013,3
circuit_1172.jpg,222,271,3,1,0.0118,3
circuit_1172.jpg,839,302,3,0,0.0003,1
circuit_1172.jpg,739,417,3,0,0.0006,1
circuit_1172.jpg,752,420,4,1,0.0013,2
circuit_1172.jpg,480,434,4,1,0.9865,2
circuit_1172.jpg,756,440,4,1,0.2814,2
circuit_1172.jpg,243,440,4,1,0.1522,2
circuit_1172.jpg,845,443,3,0,0.9943,1
circuit_1172.jpg,743,446,3,1,0.0644,2
circuit_1172.jpg,740,468,3,0,0.0038,1
circuit_1172.jpg,846,468,3,0,0.0605,1
circuit_1172.jpg,847,484,3,0,0.0582,1
circuit_1172.jpg,200,516,3,0,0.0004,1
circuit_1172.jpg,79,580,4,1,0.0217,2
circuit_1172.jpg,848,604,4,0,0.0149,1
circuit_1172.jpg,76,654,3,1,0.0883,2
circuit_1172.jpg,728,656,3,0,0.0943,1
circuit_1172.jpg,725,688,4,0,0.0359,1
circuit_1172.jpg,482,704,4,1,0.1302,6
circuit_1172.jpg,585,792,4,1,0.9453,6
circuit_1172.jpg,538,794,3,1,0.0002,6
circuit_1172.jpg,584,810,4,1,0.6391,6
circuit_1172.jpg,783,831,4,0,0.0002,1
circuit_1172.jpg,60,883,3,1,0.0003,6
circuit_1172.jpg,240,885,4,1,0.0358,6
circuit_1172.jpg,162,888,4,1,0.0155,6
circuit_1172.jpg,216,888,3,1,0.0022,6
circuit_1172.jpg,487,898,5,1,0.0144,6
circuit_1172.jpg,576,906,4,1,0.0084,6
circuit_1172.jpg,714,916,3,1,0.0193,6
circuit_1172.jpg,852,918,4,1,0.0167,6
