stem,population,gt_solved,pred_solved,gt_category,pred_category,pred_repaired_solved,gt_op_degenerate_zero,gt_op_span_V,n_gt_nodes,n_pred_nodes,n_corresponded,n_agree,recall,precision,f1,f1_incl_ground,exact,max_abs_dv,median_abs_dv,f1_shipped_policy,n_gt_comps,n_pred_comps,aligned,unmatched_gt,unmatched_pred,net_f1_topology,terminal_pair_f1_topology,strict_success_topology
circuit_225,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_249,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.882218,,,,,,,,,,,,,14,14,13,1,1,0.8148148148148148,0.676056338028169,0
circuit_251,neither_solves,0,0,singular_matrix,singular_matrix,0,0,7.5,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_255,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,3,0.75,0.75,0.75,0.8000000000000002,False,30.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_257,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.7840252,,,,,,,,,,,,,18,18,18,0,0,1.0,1.0,1
circuit_259,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000015.0,,,,,,,,,,,,,15,15,15,0,0,0.6176470588235294,0.3620689655172413,0
circuit_264,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,1,0.2,0.2,0.20000000000000004,0.3333333333333333,False,30.0,15.0,0.20000000000000004,9,9,9,0,0,1.0,1.0,1
circuit_270,both_solve,1,1,ok,ok,1,0,15.0,3,2,2,1,0.3333333333333333,0.5,0.4,0.5714285714285715,False,22.5,11.25,0.4,6,6,6,0,0,0.6363636363636364,0.41379310344827586,0
circuit_271,both_solve,1,1,ok,ok,1,0,7.5,3,3,3,0,0.0,0.0,0.0,0.25,False,30.0,15.0,0.0,6,6,6,0,0,1.0,1.0,1
circuit_278,neither_solves,0,0,singular_matrix,singular_matrix,1,0,0.0,,,,,,,,,,,,,15,15,15,0,0,0.6176470588235294,0.3620689655172413,0
circuit_298,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15659710000.001,,,,,,,,,,,,,24,24,24,0,0,0.5531914893617021,0.23611111111111113,0
circuit_304,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.99009934,,,,,,,,,,,,,7,7,7,0,0,1.0,1.0,1
circuit_308,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.15920000000000023,,,,,,,,,,,,,6,7,6,0,1,0.9166666666666666,0.8,0
circuit_321,both_solve,1,1,ok,ok,1,0,7.5,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,1.0,1.0,0.3333333333333333,8,8,8,0,0,1.0,1.0,1
circuit_325,both_solve,1,1,ok,ok,1,0,0.0,4,4,4,0,0.0,0.0,0.0,0.20000000000000004,False,30.0,30.0,0.0,9,9,9,0,0,1.0,1.0,1
circuit_33,both_solve,1,1,ok,ok,1,0,14.98207181,15,15,15,13,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.875,False,0.37050999999999945,0.0,0.8666666666666667,23,23,23,0,0,1.0,1.0,1
circuit_331,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,28,28,28,0,0,0.6851851851851852,0.4352941176470588,0
circuit_338,neither_solves,0,0,singular_matrix,singular_matrix,0,0,81684330.0,,,,,,,,,,,,,23,24,23,0,1,0.6881720430107527,0.47058823529411764,0
circuit_347,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.3448821,,,,,,,,,,,,,19,19,19,0,0,0.9166666666666666,0.8412698412698412,0
circuit_351,both_solve,1,1,ok,ok,1,0,1.0,3,3,3,0,0.0,0.0,0.0,0.25,False,30.0,30.0,0.0,7,7,7,0,0,1.0,1.0,1
circuit_353,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_366,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_388,neither_solves,0,0,singular_matrix,singular_matrix,0,0,1388227.0,,,,,,,,,,,,,18,18,18,0,0,0.8048780487804877,0.7326732673267328,0
circuit_389,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.009894,,,,,,,,,,,,,11,12,11,0,1,0.8636363636363636,0.7692307692307692,0
circuit_39,only_pred_solves,0,1,singular_matrix,ok,1,0,26.37060000000035,,,,,,,,,,,,,14,14,14,0,0,0.6666666666666666,0.6119402985074627,0
circuit_398,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_402,both_solve,1,1,ok,ok,1,0,0.0,2,2,2,2,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_410,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,23,1,1,0.5106382978723404,0.2483660130718954,0
circuit_412,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,28,28,28,0,0,0.6851851851851852,0.4352941176470588,0
circuit_420,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
circuit_429,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.000000442000001,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_43,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,13,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.875,False,0.3668199999999988,0.0,0.8666666666666667,23,23,23,0,0,1.0,1.0,1
circuit_431,both_solve,1,1,ok,ok,1,0,1.7325800000000005,16,15,15,6,0.375,0.4,0.38709677419354843,0.3636363636363636,False,13.664621,0.09494999999999898,0.38709677419354843,22,22,22,0,0,1.0,1.0,1
circuit_432,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.0000024,,,,,,,,,,,,,18,18,18,0,0,1.0,1.0,1
circuit_441,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,0,0.0,0.0,0.0,0.16666666666666666,False,4.0,2.0,0.0,8,8,8,0,0,1.0,1.0,1
circuit_442,both_solve,1,1,ok,ok,1,0,10.666667,5,5,5,5,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_447,both_solve,1,1,ok,ok,1,0,16.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_450,only_gt_solves,1,0,ok,singular_matrix,1,0,1.0,,,,,,,,,,,,,6,6,6,0,0,0.8181818181818182,0.7368421052631579,0
circuit_474,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.6193149,,,,,,,,,,,,,19,19,19,0,0,0.9444444444444444,0.9047619047619047,0
circuit_483,neither_solves,0,0,singular_matrix,singular_matrix,0,0,1000000018.75,,,,,,,,,,,,,14,14,14,0,0,0.8484848484848486,0.803921568627451,0
circuit_486,both_solve,1,1,ok,ok,1,0,14.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
