image,x,y,label,degree,dark_at_site,dark_peak,dark_excess_area,stroke_dark_local
circuit_1262.jpg,882,652,1,3,0.0537,1.2356,9,72.0
circuit_1262.jpg,218,659,1,2,-0.1326,1.2855,6,80.0
circuit_1262.jpg,346,661,1,2,-0.2091,1.3933,6,90.0
circuit_1262.jpg,496,662,1,2,-0.1316,1.7535,8,86.0
circuit_1262.jpg,252,663,1,2,-0.2495,1.4856,6,94.0
circuit_1268.jpg,619,238,1,3,-0.1968,1.1392,1,84.0
circuit_1268.jpg,429,239,1,3,-0.0474,2.051,7,83.0
circuit_1268.jpg,806,243,1,3,-0.0122,1.4146,8,80.0
circuit_1268.jpg,246,245,0,3,-0.2274,1.1559,1,98.0
circuit_1268.jpg,38,256,0,2,-0.0431,1.2704,4,102.0
circuit_1268.jpg,940,255,1,2,-0.1611,1.5893,4,70.5
circuit_1268.jpg,245,292,0,2,-0.4071,0.8763,0,98.0
circuit_1268.jpg,428,292,0,2,-0.2721,1.0136,1,101.5
circuit_1268.jpg,641,358,0,2,0.2432,1.2868,8,75.0
circuit_1268.jpg,934,360,1,3,0.0009,1.8791,8,89.0
circuit_1268.jpg,818,366,0,1,0.0861,1.0504,1,81.0
circuit_1268.jpg,239,370,0,2,-0.6893,0.4217,0,97.0
circuit_1268.jpg,456,379,0,2,-0.1849,1.6298,6,82.0
circuit_1268.jpg,636,374,0,2,-0.3241,1.264,1,79.0
circuit_1268.jpg,404,377,0,2,-0.079,1.5461,8,86.0
circuit_1268.jpg,614,377,1,3,-0.1924,1.4895,8,81.0
circuit_1268.jpg,372,380,0,2,-0.1778,1.1774,7,92.0
circuit_1268.jpg,354,382,0,2,-0.2881,1.1921,4,91.5
circuit_1268.jpg,270,390,0,2,0.0037,1.6839,10,86.0
circuit_1268.jpg,196,395,0,2,-0.1908,1.4055,2,97.0
circuit_1268.jpg,168,399,0,2,-0.2735,1.4792,8,101.0
circuit_1268.jpg,239,402,0,3,-0.3431,1.1874,1,83.0
circuit_1268.jpg,122,406,0,2,-0.2247,0.9646,0,100.0
circuit_1268.jpg,36,417,0,3,0.1941,2.3372,19,104.0
circuit_1268.jpg,800,527,1,3,0.2461,0.9864,0,71.0
circuit_1268.jpg,640,529,0,2,0.0036,1.6739,7,82.0
circuit_1268.jpg,613,548,1,3,-0.2288,1.2846,4,79.0
circuit_1268.jpg,212,565,0,2,0.0252,1.7764,6,87.0
circuit_1268.jpg,314,563,0,2,-0.2543,1.0792,3,91.0
circuit_1268.jpg,880,570,1,1,-0.206,1.0273,1,84.0
circuit_1268.jpg,928,570,1,4,0.12,1.7804,12,74.0
circuit_1268.jpg,34,573,0,3,0.0549,1.6691,8,93.0
circuit_1268.jpg,29,672,0,2,-0.2289,0.8285,0,108.0
circuit_1268.jpg,613,711,1,3,-0.0272,1.3206,5,79.0
circuit_1268.jpg,922,712,1,3,-0.2,1.8124,7,81.0
circuit_1268.jpg,258,722,0,2,0.0631,1.6179,6,92.0
circuit_1268.jpg,421,714,0,3,0.1022,1.442,13,79.0
circuit_1268.jpg,210,722,0,2,0.1977,1.6214,12,89.0
circuit_1268.jpg,80,723,0,2,-0.1516,1.5501,9,104.0
circuit_1268.jpg,29,727,0,3,0.0004,1.8787,19,101.0
circuit_1268.jpg,916,896,1,2,-0.1204,2.2408,8,78.0
circuit_1268.jpg,224,906,0,3,0.2141,2.3662,21,90.0
circuit_1272.jpg,454,221,1,3,0.0607,1.6926,23,90.0
circuit_1272.jpg,198,228,1,2,-0.0596,1.2621,7,106.0
circuit_1272.jpg,284,228,1,3,0.1219,1.7004,24,96.0
circuit_1272.jpg,387,291,0,2,0.0689,2.3098,23,92.0
circuit_1272.jpg,291,333,0,1,0.1212,1.3579,5,74.0
circuit_1272.jpg,293,370,1,2,-0.3972,2.0441,8,89.0
circuit_1272.jpg,312,408,1,2,-0.4277,1.2723,1,80.0
circuit_1272.jpg,576,407,1,2,-0.2728,1.5979,2,92.0
circuit_1272.jpg,322,409,1,2,-0.223,1.4145,3,88.0
circuit_1272.jpg,458,412,1,4,0.1589,1.8027,33,85.0
circuit_1272.jpg,235,416,1,2,-0.1935,1.9525,8,90.0
circuit_1272.jpg,387,424,0,2,-0.6316,0.8937,0,83.0
circuit_1272.jpg,794,470,1,2,-0.2369,0.9664,0,87.0
circuit_1272.jpg,238,472,1,2,0.0166,1.6291,12,89.0
circuit_1272.jpg,708,489,0,2,0.0042,1.6032,11,78.0
circuit_1272.jpg,125,548,1,3,-0.0817,2.1369,6,72.0
circuit_1272.jpg,238,552,1,3,-0.1803,1.4761,7,81.0
circuit_1272.jpg,399,552,0,3,0.073,1.7287,12,84.0
circuit_1272.jpg,394,574,0,2,-0.2839,1.6508,4,83.0
circuit_1272.jpg,379,577,0,2,0.0795,1.459,13,78.0
circuit_1272.jpg,702,599,0,3,0.0844,1.6527,14,76.0
circuit_1272.jpg,634,601,0,2,-0.106,1.1934,1,94.0
circuit_1272.jpg,465,604,0,3,-0.1978,1.7123,14,80.0
circuit_1272.jpg,745,608,1,2,-0.2086,1.5288,6,84.0
circuit_1272.jpg,378,612,1,3,-0.1479,1.8351,6,73.0
circuit_1272.jpg,289,626,1,2,-0.4161,1.4485,6,83.0
circuit_1272.jpg,890,645,0,1,-0.521,1.4189,6,82.0
circuit_1272.jpg,376,691,1,2,-0.0271,1.8248,10,81.0
circuit_1272.jpg,129,694,1,2,0.0748,1.2909,8,73.5
circuit_1272.jpg,747,712,0,1,-0.2964,1.4422,6,75.0
circuit_1272.jpg,454,720,0,1,-0.2567,1.4894,3,75.0
circuit_1272.jpg,452,740,0,2,-0.2447,1.8649,7,82.0
circuit_1272.jpg,805,746,1,2,0.0044,1.9825,12,83.0
circuit_1272.jpg,286,760,1,3,-0.1714,1.2416,5,73.0
circuit_1272.jpg,132,762,1,2,-0.0431,1.4138,7,75.0
circuit_1272.jpg,246,761,1,2,-0.416,0.8816,0,79.0
circuit_1272.jpg,448,767,1,3,-0.3885,1.5877,5,77.0
circuit_1272.jpg,804,768,1,3,-0.1261,1.6018,18,76.0
circuit_1272.jpg,889,768,1,2,0.0059,1.6848,15,83.0
circuit_1272.jpg,702,770,1,4,-0.1663,2.4294,14,78.0
circuit_1272.jpg,738,770,1,2,-0.1377,1.0661,1,83.0
circuit_1272.jpg,490,771,1,3,0.1119,1.6116,16,75.0
circuit_136.jpg,603,358,0,3,-0.3828,1.1304,2,100.0
circuit_136.jpg,398,362,0,3,0.1019,1.3332,13,89.0
circuit_136.jpg,214,512,1,2,-0.4565,0.9873,0,87.0
circuit_136.jpg,613,541,1,3,-0.3363,1.59,6,94.0
circuit_136.jpg,506,542,1,3,-0.1417,1.5232,6,91.0
circuit_136.jpg,402,544,1,3,0.0124,1.6843,11,95.0
circuit_136.jpg,216,547,1,2,-0.2761,1.4009,3,94.5
circuit_138.jpg,772,316,0,2,-0.4467,1.2913,3,79.0
circuit_138.jpg,193,386,1,2,-0.0917,1.7925,4,79.0
circuit_138.jpg,774,428,0,2,-0.3286,0.9919,0,93.0
circuit_138.jpg,196,476,1,3,-0.074,1.1848,3,81.0
circuit_138.jpg,578,495,1,2,-0.2466,1.0167,1,86.0
circuit_138.jpg,774,506,1,3,-0.0898,1.4274,9,80.0
circuit_138.jpg,199,763,1,2,-0.045,2.7579,11,87.0
circuit_138.jpg,222,765,1,2,-0.5038,1.2253,3,90.0
circuit_138.jpg,234,766,1,2,-0.3982,0.9215,0,90.0
circuit_138.jpg,418,772,1,2,0.0728,1.9075,8,101.0
circuit_138.jpg,769,782,1,3,0.0975,1.6934,20,98.0
circuit_14.jpg,811,184,0,2,-0.1098,1.6462,14,103.0
circuit_14.jpg,380,186,0,2,0.21,2.0063,23,94.0
circuit_14.jpg,578,187,0,3,-0.028,1.7717,28,91.0
circuit_14.jpg,810,242,0,2,-0.074,2.1576,19,102.0
circuit_14.jpg,246,280,0,2,0.1389,2.285,24,92.0
circuit_14.jpg,377,284,0,3,0.0427,1.8843,23,88.0
circuit_14.jpg,747,314,0,2,-0.2446,1.4384,7,87.0
circuit_14.jpg,379,366,0,1,-0.0524,2.1303,17,89.5
circuit_14.jpg,378,410,0,3,0.0286,1.9667,14,77.5
circuit_14.jpg,500,410,0,3,-0.2512,1.6158,12,86.0
circuit_14.jpg,570,410,1,4,0.2603,2.1882,24,76.0
circuit_14.jpg,806,420,0,4,0.0705,1.7879,21,76.0
circuit_14.jpg,501,438,0,3,0.064,1.3869,8,89.0
circuit_14.jpg,939,465,0,2,-0.1762,2.2987,14,87.0
circuit_14.jpg,670,522,0,2,-0.0497,1.0357,1,97.0
circuit_14.jpg,678,524,0,2,-0.0893,1.8686,21,95.0
circuit_14.jpg,851,526,0,2,-0.017,1.9499,19,79.5
circuit_14.jpg,938,532,0,3,0.2217,1.6541,19,77.0
circuit_14.jpg,934,574,0,2,-0.0344,1.7587,12,85.0
circuit_14.jpg,145,580,0,3,0.1936,1.7862,20,76.0
circuit_14.jpg,765,603,0,3,-0.0212,1.8228,15,73.0
circuit_14.jpg,930,602,0,2,-0.0478,1.9983,19,87.0
circuit_14.jpg,761,664,0,2,0.0065,2.4622,21,88.0
circuit_14.jpg,567,681,1,3,0.1117,1.7014,12,69.0
circuit_14.jpg,626,683,1,2,-0.1254,1.9625,12,89.5
circuit_14.jpg,844,684,0,2,-0.1047,1.8284,19,85.0
circuit_14.jpg,842,702,0,2,-0.1714,2.033,18,86.0
circuit_14.jpg,759,711,0,1,0.0444,1.7107,17,75.0
circuit_14.jpg,789,718,0,1,-0.0848,1.945,14,84.0
circuit_14.jpg,688,741,0,2,0.0437,2.2263,17,88.0
circuit_14.jpg,422,747,0,1,-0.5388,0.5564,0,93.0
circuit_14.jpg,452,754,0,2,-0.5466,0.5803,0,94.0
circuit_14.jpg,624,762,1,2,-0.1336,2.0025,14,78.0
circuit_14.jpg,508,764,0,2,-0.3391,0.6897,0,88.5
circuit_14.jpg,518,766,0,1,-0.4104,0.8133,0,88.5
circuit_14.jpg,694,788,0,1,-0.2326,1.584,10,86.5
circuit_14.jpg,282,879,1,3,0.1238,1.9576,21,76.0
circuit_14.jpg,151,879,0,2,-0.1742,1.894,13,79.0
circuit_14.jpg,365,882,1,3,-0.0584,2.094,23,72.0
circuit_14.jpg,559,896,0,4,0.0258,1.4397,19,70.0
circuit_14.jpg,925,894,0,3,0.0493,2.3049,15,68.0
circuit_14.jpg,684,896,0,3,-0.1375,1.9271,15,80.5
circuit_14.jpg,789,898,0,3,0.1636,1.086,3,63.0
circuit_14.jpg,740,899,0,2,-0.0854,1.3499,5,78.0
circuit_153.jpg,96,270,1,2,-0.1316,1.9177,20,96.0
circuit_153.jpg,252,270,1,2,0.057,2.1665,24,83.0
circuit_153.jpg,264,269,1,3,0.1494,2.2248,42,82.0
circuit_153.jpg,428,271,1,3,0.0817,1.6624,32,71.5
circuit_153.jpg,570,269,1,3,-0.0785,2.2207,24,80.0
circuit_153.jpg,710,274,1,3,-0.0271,2.0406,32,78.0
circuit_153.jpg,100,412,1,3,0.222,1.7174,25,82.0
circuit_153.jpg,853,416,1,3,0.1981,2.0833,34,81.0
circuit_153.jpg,196,418,1,2,-0.1304,1.7606,16,93.0
circuit_153.jpg,326,419,1,2,-0.0769,2.1475,13,91.0
circuit_153.jpg,245,421,1,2,-0.099,1.7672,18,84.0
circuit_153.jpg,291,422,1,2,0.1216,2.0908,31,84.0
circuit_153.jpg,288,430,1,2,-0.0961,1.7381,25,82.0
circuit_153.jpg,572,432,1,3,-0.3465,1.2837,10,78.0
circuit_153.jpg,272,437,1,2,-0.0536,1.5651,13,84.0
circuit_153.jpg,575,498,1,2,-0.4176,1.4921,8,88.0
circuit_153.jpg,719,566,1,3,-0.0734,1.9304,14,72.0
circuit_153.jpg,587,568,1,2,-0.0316,1.7739,12,74.0
circuit_153.jpg,107,572,1,3,0.1026,1.9717,37,101.0
circuit_153.jpg,290,577,1,3,-0.124,1.8209,8,80.0
circuit_153.jpg,453,574,1,3,0.1077,1.8813,26,77.0
circuit_153.jpg,860,572,1,4,0.0967,1.882,26,74.0
circuit_153.jpg,132,573,1,2,-0.3181,1.8239,13,89.5
circuit_153.jpg,438,583,1,3,-0.2166,1.7298,8,70.0
circuit_153.jpg,274,587,1,1,-0.2838,1.5468,6,85.0
circuit_153.jpg,440,737,1,3,0.188,2.0343,29,73.0
circuit_153.jpg,109,740,1,3,-0.18,1.8006,25,98.0
circuit_153.jpg,484,740,1,1,-0.1991,1.5989,10,79.0
circuit_153.jpg,580,743,1,3,0.0715,1.6623,22,73.0
circuit_153.jpg,858,748,1,3,-0.1738,1.6212,14,70.0
circuit_153.jpg,280,895,1,3,0.1424,1.6859,20,77.0
circuit_153.jpg,222,896,1,2,0.0791,2.1835,18,86.0
circuit_153.jpg,432,904,1,2,-0.273,2.1163,17,79.0
circuit_153.jpg,580,906,1,2,-0.1282,1.5372,23,81.0
circuit_153.jpg,696,908,1,2,0.1113,2.114,33,74.0
circuit_153.jpg,855,914,1,2,-0.0707,1.5691,15,78.0
circuit_155.jpg,128,312,0,2,-0.055,2.0313,11,87.0
circuit_155.jpg,332,319,0,3,0.2463,2.394,25,91.0
circuit_155.jpg,410,322,0,2,0.0082,1.652,12,113.0
circuit_155.jpg,424,323,0,2,0.0505,1.5806,2,111.0
circuit_155.jpg,498,328,1,3,-0.0571,1.7923,19,95.0
circuit_155.jpg,685,333,0,3,0.316,1.9708,33,93.0
circuit_155.jpg,817,336,0,2,-0.0952,2.2228,23,101.0
circuit_155.jpg,121,475,1,4,0.3157,1.5597,21,75.0
circuit_155.jpg,330,484,1,4,0.2926,2.0693,53,81.0
circuit_155.jpg,946,487,0,2,-0.1252,1.8452,12,96.0
circuit_155.jpg,503,490,1,4,0.2405,1.8322,22,77.0
circuit_155.jpg,688,491,1,4,0.1171,1.8011,21,84.0
circuit_155.jpg,828,492,1,4,0.2083,1.4757,14,76.0
circuit_155.jpg,831,528,0,1,-0.1762,1.6101,12,85.0
circuit_155.jpg,837,664,1,2,-0.0246,1.5861,6,86.0
circuit_155.jpg,955,664,0,1,-0.1398,1.9964,14,87.0
circuit_155.jpg,694,670,1,3,0.1338,2.0361,19,84.0
circuit_155.jpg,134,676,1,2,0.1306,2.1061,25,79.0
circuit_155.jpg,340,678,1,3,0.1822,2.0227,22,79.0
circuit_155.jpg,506,678,1,3,-0.0166,1.8627,16,79.0
circuit_170.jpg,834,333,0,2,-0.1727,1.3472,3,81.5
circuit_170.jpg,808,336,0,1,-0.2208,1.3216,6,88.0
circuit_170.jpg,632,354,1,3,-0.0894,1.7019,7,74.0
circuit_170.jpg,404,371,0,3,-0.292,1.8321,8,78.0
circuit_170.jpg,238,382,1,2,-0.2614,1.0596,1,89.0
circuit_170.jpg,153,393,1,2,-0.1374,1.6039,7,79.0
circuit_170.jpg,638,503,0,2,-0.3609,1.7445,5,78.0
circuit_170.jpg,420,507,0,2,-0.05,2.3557,10,82.0
circuit_170.jpg,584,511,1,2,-0.283,1.0322,2,80.0
circuit_170.jpg,424,529,0,3,-0.0881,1.4666,6,68.0
circuit_170.jpg,358,537,0,2,-0.4006,0.7831,0,69.0
circuit_170.jpg,340,541,0,1,-0.3777,0.8521,0,70.5
circuit_178.jpg,325,332,0,2,-0.1456,1.5122,5,83.0
circuit_178.jpg,325,354,0,2,-0.0801,2.0653,2,71.0
circuit_178.jpg,570,409,1,4,0.1018,1.965,8,75.0
circuit_178.jpg,326,410,1,4,-0.1122,1.4137,3,72.0
circuit_178.jpg,760,412,1,2,-0.2286,1.0294,1,81.0
circuit_178.jpg,181,420,0,1,-0.2916,1.6045,2,84.0
circuit_178.jpg,186,581,0,3,-0.3857,1.4341,5,75.0
circuit_178.jpg,277,587,0,6,-0.2168,1.3532,3,82.0
circuit_178.jpg,200,582,0,3,0.0364,1.1621,1,87.5
circuit_178.jpg,247,588,0,2,0.0071,1.7284,9,93.0
circuit_178.jpg,297,594,0,5,-0.4164,1.1053,2,74.0
circuit_178.jpg,570,648,1,3,-0.2408,1.2853,3,81.0
circuit_178.jpg,765,648,1,2,-0.2029,1.6544,5,78.0
circuit_178.jpg,466,652,1,2,0.0376,1.5099,7,78.0
circuit_178.jpg,334,654,1,3,-0.1635,1.3548,7,83.0
circuit_178.jpg,174,657,0,2,0.0535,1.2442,7,88.5
circuit_184.jpg,520,280,1,3,0.2518,2.6652,44,98.0
circuit_184.jpg,694,281,1,2,0.0612,3.6904,38,110.0
circuit_184.jpg,92,294,0,2,-0.0095,2.2739,22,106.0
circuit_184.jpg,314,294,1,3,0.216,3.1914,53,101.0
circuit_184.jpg,191,296,0,3,0.1605,2.8115,55,99.0
circuit_184.jpg,842,397,1,2,0.0124,2.3545,31,105.0
circuit_184.jpg,556,402,0,1,0.108,3.3047,23,100.0
circuit_184.jpg,93,418,0,3,0.3484,3.3775,42,107.0
circuit_184.jpg,334,422,0,2,-0.2965,2.1303,9,101.0
circuit_184.jpg,313,430,0,2,0.2201,2.665,39,103.0
circuit_184.jpg,92,520,0,3,0.24,2.9553,45,107.0
circuit_184.jpg,552,523,1,2,0.0538,2.1875,17,113.0
circuit_184.jpg,697,532,1,4,0.5688,3.5836,95,105.0
circuit_184.jpg,830,532,1,2,-0.4403,1.5702,3,101.0
circuit_184.jpg,843,532,1,4,0.1108,3.5921,42,100.0
circuit_184.jpg,189,538,0,2,0.1618,3.3241,49,106.0
circuit_184.jpg,842,600,1,2,-0.2232,1.8792,8,96.0
circuit_184.jpg,692,642,1,3,0.2711,3.2481,53,100.0
circuit_184.jpg,88,644,0,3,0.1494,3.3831,46,100.0
circuit_184.jpg,146,643,0,2,0.1736,2.6407,32,103.0
circuit_184.jpg,314,644,0,3,0.128,3.5124,31,101.0
circuit_184.jpg,442,643,1,2,-0.0565,2.3477,35,94.0
circuit_184.jpg,730,644,1,2,-0.1056,1.8298,6,91.0
circuit_184.jpg,523,648,1,3,0.3599,3.5621,54,107.0
circuit_184.jpg,836,648,1,3,0.266,2.9433,48,94.0
circuit_184.jpg,85,738,0,2,0.2879,3.0837,44,104.0
circuit_184.jpg,184,742,0,3,0.4817,2.9302,77,97.0
circuit_184.jpg,631,752,1,2,0.2382,2.7878,46,97.5
circuit_185.jpg,692,378,1,2,-0.3227,0.9457,0,83.0
circuit_185.jpg,288,380,1,2,-0.3016,1.3449,1,92.5
circuit_185.jpg,220,386,1,2,-0.1485,1.0631,2,67.0
circuit_185.jpg,222,584,1,2,-0.2109,1.0269,1,80.0
circuit_185.jpg,702,592,1,2,-0.1727,1.2994,4,72.0
circuit_185.jpg,672,594,1,2,-0.589,0.824,0,86.0
circuit_185.jpg,470,598,1,3,-0.1141,1.2489,2,73.0
circuit_185.jpg,390,600,1,2,-0.3338,1.2031,4,86.5
circuit_185.jpg,223,610,1,2,-0.3422,1.2038,3,78.0
circuit_187.jpg,458,29,1,3,0.1187,2.0882,21,89.0
circuit_187.jpg,624,29,1,3,0.0193,1.9007,15,90.0
circuit_187.jpg,248,32,1,3,0.0617,1.4348,13,82.0
circuit_187.jpg,864,35,1,2,-0.289,1.5694,8,99.0
circuit_187.jpg,463,64,1,2,-0.2175,1.7325,3,91.5
circuit_187.jpg,466,110,1,2,-0.2087,1.8673,4,90.0
circuit_187.jpg,60,152,1,2,-0.2228,2.1436,9,96.0
circuit_187.jpg,259,172,1,3,-0.2379,1.2118,4,80.0
circuit_187.jpg,738,171,1,2,-0.0577,1.012,1,97.0
circuit_187.jpg,754,172,1,2,-0.3125,0.9443,0,97.0
circuit_187.jpg,784,175,1,2,-0.2322,1.1681,1,98.0
circuit_187.jpg,63,178,1,3,0.2757,1.7,19,75.0
circuit_187.jpg,808,178,1,2,-0.184,1.3829,3,95.0
circuit_187.jpg,842,180,1,2,-0.44,0.9003,0,90.0
circuit_187.jpg,867,181,1,3,0.1519,1.9039,25,79.0
circuit_187.jpg,72,268,1,1,-0.0926,1.6532,6,83.0
circuit_187.jpg,472,306,1,2,-0.0496,1.4585,9,89.0
circuit_187.jpg,474,324,1,2,-0.095,1.6825,5,92.0
circuit_187.jpg,272,367,1,3,-0.002,0.9321,0,64.0
circuit_187.jpg,694,370,1,2,-0.1193,1.895,7,80.0
circuit_187.jpg,272,382,1,2,-0.5066,1.2817,3,68.0
circuit_187.jpg,868,384,1,4,0.2696,1.55,14,70.0
circuit_187.jpg,99,400,1,2,-0.0333,1.6515,8,82.0
circuit_187.jpg,104,448,1,2,-0.3044,1.2949,5,81.0
circuit_187.jpg,284,564,1,3,0.1613,1.2299,3,59.0
circuit_187.jpg,870,576,1,3,0.1321,1.6293,21,72.0
circuit_187.jpg,110,616,1,2,-0.0425,1.4601,2,80.0
circuit_187.jpg,941,656,0,4,-0.3576,1.2856,4,56.0
circuit_187.jpg,959,662,0,3,-0.2795,1.5199,2,59.0
circuit_187.jpg,911,669,0,2,-0.1904,1.6983,1,57.0
circuit_187.jpg,950,664,0,3,-0.1354,1.1217,3,58.0
circuit_187.jpg,674,688,0,3,-0.2937,1.3395,3,70.0
circuit_187.jpg,699,695,0,4,-0.3232,1.4553,7,74.0
circuit_187.jpg,496,774,1,3,0.1752,1.4325,11,62.0
circuit_187.jpg,872,782,1,3,0.0512,1.8332,20,80.0
circuit_187.jpg,112,930,1,2,-0.117,1.7779,4,69.0
circuit_187.jpg,294,930,1,4,0.0175,1.8065,12,61.0
circuit_187.jpg,500,943,1,3,0.0063,1.7333,11,71.0
circuit_187.jpg,656,950,1,3,0.0597,2.0374,26,86.0
circuit_187.jpg,873,956,1,2,0.0061,2.2763,22,76.0
circuit_19.jpg,806,389,0,2,-0.1454,1.4965,5,78.0
circuit_19.jpg,540,396,0,2,-0.3145,0.9737,0,83.0
circuit_19.jpg,570,395,0,3,0.0525,1.8692,11,74.0
circuit_19.jpg,348,401,0,2,-0.0913,1.184,4,87.0
circuit_19.jpg,386,402,0,3,0.0577,1.6896,10,73.0
circuit_19.jpg,570,589,0,3,-0.1591,1.9364,7,79.0
circuit_19.jpg,720,591,0,3,-0.1943,2.1766,12,83.0
circuit_19.jpg,386,595,1,3,-0.107,1.3558,5,76.0
circuit_193.jpg,686,336,0,3,0.3043,2.1077,36,95.0
circuit_193.jpg,803,335,0,2,-0.1019,2.3442,13,98.0
circuit_193.jpg,531,338,1,3,0.1858,2.1753,30,98.0
circuit_193.jpg,361,343,1,3,-0.1475,1.6457,10,100.0
circuit_193.jpg,108,344,0,2,0.2022,1.771,35,94.0
circuit_193.jpg,358,364,0,2,-0.158,1.8715,11,110.0
circuit_193.jpg,514,430,0,1,-0.2963,1.62,5,92.0
circuit_193.jpg,668,438,0,2,0.0622,2.047,17,104.0
circuit_193.jpg,101,456,0,2,-0.293,2.2656,9,104.0
circuit_193.jpg,508,467,1,2,-0.4149,1.0465,1,92.5
circuit_193.jpg,337,474,0,2,-0.5821,1.7877,4,93.0
circuit_193.jpg,662,481,0,4,0.2664,1.5673,22,82.5
circuit_193.jpg,777,480,0,3,-0.177,1.441,3,78.0
circuit_193.jpg,502,485,1,4,-0.0161,1.2801,4,69.0
circuit_193.jpg,96,496,0,3,0.0009,1.5863,16,82.0
circuit_193.jpg,337,497,1,4,0.1026,1.5606,11,78.0
circuit_193.jpg,215,503,0,2,0.1168,1.0968,4,81.0
circuit_193.jpg,334,520,1,2,-0.205,1.5656,7,86.0
circuit_193.jpg,752,606,0,3,0.0433,2.177,13,83.5
circuit_193.jpg,480,618,0,2,-0.1462,1.6745,10,81.0
circuit_193.jpg,204,620,0,2,-0.1997,1.9774,7,93.0
circuit_193.jpg,748,622,0,2,-0.4298,1.1038,2,88.0
circuit_193.jpg,312,638,0,2,-0.2025,1.8796,7,90.0
circuit_193.jpg,478,642,0,2,-0.0677,1.6998,5,95.5
circuit_193.jpg,93,664,0,2,-0.2355,1.6717,6,89.0
circuit_193.jpg,738,668,0,2,-0.28,1.8882,7,78.5
circuit_193.jpg,473,670,0,2,-0.1319,1.6526,8,93.0
circuit_193.jpg,193,674,0,2,-0.1518,1.7283,7,89.0
circuit_193.jpg,472,685,0,4,-0.0847,1.3174,5,79.0
circuit_193.jpg,454,685,0,3,-0.5153,1.1626,3,77.0
circuit_193.jpg,628,684,0,3,-0.0079,1.5092,15,72.0
circuit_193.jpg,733,685,0,1,-0.1463,1.3457,4,74.0
circuit_193.jpg,308,686,0,3,-0.1408,1.2821,6,76.0
circuit_193.jpg,438,687,0,2,-0.4081,1.2048,2,84.0
circuit_193.jpg,90,689,0,2,-0.1483,1.8348,15,77.0
circuit_193.jpg,191,690,0,3,-0.1198,1.7761,9,86.0
circuit_198.jpg,392,322,1,3,-0.1523,1.99,7,90.0
circuit_198.jpg,552,324,1,3,-0.1664,1.3735,7,94.5
circuit_198.jpg,729,328,1,3,-0.1252,1.3267,15,94.0
circuit_198.jpg,398,438,0,1,-0.3068,1.6362,2,83.0
circuit_198.jpg,725,461,1,4,0.1123,1.6645,15,77.0
circuit_198.jpg,872,462,1,4,-0.0918,1.6341,9,78.0
circuit_198.jpg,555,467,1,4,0.0851,1.9238,30,80.0
circuit_198.jpg,953,465,1,2,-0.2135,1.5601,17,86.5
circuit_198.jpg,399,470,1,4,0.0839,1.931,15,78.0
circuit_198.jpg,136,476,1,4,0.0654,1.8764,12,77.0
circuit_198.jpg,136,500,1,2,-0.2602,1.4546,3,86.0
circuit_198.jpg,559,500,1,2,-0.1673,1.2083,2,85.0
circuit_198.jpg,413,596,1,2,-0.1505,1.5207,5,84.0
circuit_198.jpg,872,628,0,2,0.0304,1.3882,6,81.5
circuit_198.jpg,148,650,0,2,-0.1224,1.4993,13,84.0
circuit_198.jpg,560,650,1,3,-0.0134,1.5625,7,79.0
circuit_198.jpg,416,652,1,3,-0.0817,2.0381,18,80.0
circuit_198.jpg,870,653,0,2,-0.2165,1.5972,3,80.0
circuit_198.jpg,741,654,0,3,-0.1434,1.3872,3,76.0
circuit_205.jpg,134,212,1,2,0.0355,2.4446,25,89.0
circuit_205.jpg,268,219,1,3,-0.0561,1.5419,13,84.0
circuit_205.jpg,507,227,1,3,0.0267,1.4262,20,84.0
circuit_205.jpg,365,305,1,2,-0.1592,1.6535,15,79.0
circuit_205.jpg,510,349,1,4,0.0269,1.4435,18,62.0
circuit_205.jpg,208,473,1,4,0.0563,1.7023,14,76.0
circuit_205.jpg,300,474,1,2,-0.1333,1.437,5,79.0
circuit_205.jpg,228,475,1,3,-0.2579,1.0507,1,77.0
circuit_205.jpg,126,477,1,3,0.1539,1.7407,28,74.0
circuit_205.jpg,957,488,1,2,-0.3649,1.7396,9,90.0
circuit_205.jpg,370,504,1,2,0.0088,1.6164,21,78.0
circuit_205.jpg,367,532,1,3,-0.2111,1.6481,12,74.0
circuit_205.jpg,286,537,1,2,-0.2344,1.2425,2,68.0
circuit_205.jpg,681,556,0,3,0.0576,1.5926,4,61.0
circuit_205.jpg,514,558,0,3,0.0277,1.6138,25,71.0
circuit_205.jpg,824,560,0,2,-0.2012,1.695,10,74.0
circuit_205.jpg,992,584,0,1,-0.2763,1.5052,7,80.0
circuit_205.jpg,972,586,0,2,-0.2495,1.2589,5,71.0
circuit_205.jpg,953,587,0,2,-0.2114,1.5885,10,72.0
circuit_205.jpg,754,632,1,2,-0.3571,1.7124,8,77.5
circuit_205.jpg,751,645,1,2,-0.1213,1.4881,7,73.0
circuit_205.jpg,812,656,1,2,-0.2072,1.7964,14,75.0
circuit_205.jpg,946,662,1,2,-0.1817,1.7662,9,70.0
circuit_205.jpg,940,683,1,2,0.1252,1.2568,6,63.0
circuit_205.jpg,812,688,1,3,0.0148,1.2475,3,61.0
circuit_205.jpg,677,690,1,3,0.1252,1.7417,22,69.0
circuit_205.jpg,130,691,1,2,-0.1544,1.2205,10,68.0
