image,x,y,label,degree,dark_at_site,dark_ratio,dark_peak,dark_area,stroke_dark
circuit_1203.jpg,776,382,0,2,-0.2273,0.7021,0.5355,0,27.0
circuit_1203.jpg,849,388,0,1,-0.3066,0.6359,0.5355,0,27.0
circuit_1203.jpg,491,414,0,2,-0.4595,0.5382,0.5355,0,27.0
circuit_1203.jpg,635,414,0,3,-0.1785,0.75,0.5355,0,27.0
circuit_1203.jpg,508,411,0,3,-0.9194,0.3681,0.5355,0,27.0
circuit_1203.jpg,522,411,0,2,-0.633,0.4583,0.5355,0,27.0
circuit_1203.jpg,585,419,0,7,-0.3077,0.6351,0.5355,0,27.0
circuit_1203.jpg,508,419,0,3,-0.5789,0.4805,0.5355,0,27.0
circuit_1203.jpg,524,419,0,4,-1.0195,0.3444,0.5355,0,27.0
circuit_1203.jpg,558,420,0,3,-0.6058,0.4692,0.5355,0,27.0
circuit_1203.jpg,568,423,0,3,-0.5698,0.4845,0.5355,0,27.0
circuit_1203.jpg,457,536,0,2,-0.4603,0.5378,0.5355,0,27.0
circuit_1203.jpg,225,547,0,2,-0.2405,0.6901,0.5355,0,27.0
circuit_1203.jpg,244,546,0,3,-0.0331,0.9419,0.5355,0,27.0
circuit_1203.jpg,282,550,0,3,-0.3669,0.5934,0.5355,0,27.0
circuit_1203.jpg,299,550,0,3,-0.6983,0.434,0.5355,0,27.0
circuit_1203.jpg,326,547,0,2,-0.2444,0.6866,0.5355,0,27.0
circuit_1203.jpg,455,550,0,3,-0.2063,0.7219,0.5355,0,27.0
circuit_1203.jpg,466,548,0,3,-0.48,0.5273,0.5355,0,27.0
circuit_1203.jpg,498,555,0,3,-0.5399,0.498,0.5355,0,27.0
circuit_1203.jpg,855,584,0,2,-0.1136,0.825,0.5355,0,27.0
circuit_1203.jpg,435,586,0,2,-0.1818,0.7465,0.5355,0,27.0
circuit_1203.jpg,221,649,0,2,-0.5122,0.5111,0.5355,0,27.0
circuit_1203.jpg,854,647,0,2,-0.5294,0.5029,0.5355,0,27.0
circuit_1203.jpg,788,649,0,2,-0.5669,0.4858,0.1388,0,27.0
circuit_1203.jpg,432,652,0,3,-0.0522,0.9112,0.5355,0,27.0
circuit_1203.jpg,641,655,0,3,-0.2407,0.6899,0.5355,0,27.0
circuit_1204.jpg,198,330,1,2,-0.1903,0.6804,0.4051,0,22.0
circuit_1204.jpg,589,350,1,2,-0.2637,0.6057,0.4051,0,22.0
circuit_1204.jpg,203,409,1,3,-0.0621,0.8672,0.4051,0,22.0
circuit_1204.jpg,467,410,1,3,-0.1723,0.7016,0.4051,0,22.0
circuit_1204.jpg,540,412,1,2,-0.4441,0.477,0.4051,0,22.0
circuit_1204.jpg,552,413,1,2,-0.5395,0.4288,0.4051,0,22.0
circuit_1204.jpg,594,415,1,3,-0.2578,0.6111,0.4051,0,22.0
circuit_1204.jpg,610,417,1,2,-0.534,0.4314,0.4051,0,22.0
circuit_1204.jpg,770,423,1,2,-0.187,0.6841,0.4051,0,22.0
circuit_1204.jpg,214,548,1,2,-0.1873,0.6838,0.4051,0,22.0
circuit_1204.jpg,216,586,1,2,0.0139,1.0356,0.4051,0,22.0
circuit_1204.jpg,477,590,1,3,0.2131,2.1096,0.4051,0,22.0
circuit_1205.jpg,398,380,0,3,-0.3095,0.0817,0.0275,0,1.0
circuit_1205.jpg,362,381,0,2,-0.4382,0.0591,0.0275,0,1.0
circuit_1205.jpg,139,387,0,2,-0.5976,0.0441,0.0275,0,1.0
circuit_1205.jpg,177,614,1,2,-0.815,0.0327,0.0275,0,1.0
circuit_1205.jpg,420,617,1,3,-0.3685,0.0695,0.0275,0,1.0
circuit_1205.jpg,456,616,1,3,-0.534,0.049,0.0275,0,1.0
circuit_1205.jpg,706,617,1,2,-0.5037,0.0519,0.0275,0,1.0
circuit_1205.jpg,252,628,1,2,-0.4457,0.0582,0.0275,0,1.0
circuit_1205.jpg,181,631,1,1,-0.5313,0.0493,0.0275,0,1.0
circuit_1209.jpg,62,45,1,2,-0.7483,0.0617,0.0492,0,2.0
circuit_1209.jpg,257,56,1,3,-0.5064,0.0886,0.0492,0,2.0
circuit_1209.jpg,415,61,1,3,-0.3353,0.128,0.0492,0,2.0
circuit_1209.jpg,52,64,1,1,-0.6577,0.0696,0.0492,0,2.0
circuit_1209.jpg,628,70,1,3,-0.2772,0.1508,0.0492,0,2.0
circuit_1209.jpg,790,90,1,2,-0.5242,0.0859,0.0492,0,2.0
circuit_1209.jpg,261,94,1,2,-0.378,0.1152,0.0492,0,2.0
circuit_1209.jpg,794,110,1,2,-0.3001,0.1409,0.0492,0,2.0
circuit_1209.jpg,422,110,1,2,-0.6437,0.071,0.0492,0,2.0
circuit_1209.jpg,798,129,1,2,-0.4525,0.0981,0.0492,0,2.0
circuit_1209.jpg,425,128,1,2,-0.4332,0.102,0.0492,0,2.0
circuit_1209.jpg,632,138,1,2,-0.4872,0.0918,0.0492,0,2.0
circuit_1209.jpg,268,152,1,2,-0.3118,0.1364,0.0492,0,2.0
circuit_1209.jpg,56,162,1,2,-0.42,0.1049,0.0492,0,2.0
circuit_1209.jpg,270,164,1,2,-0.2891,0.1455,0.0492,0,2.0
circuit_1209.jpg,430,164,1,2,-0.5274,0.0854,0.0492,0,2.0
circuit_1209.jpg,434,182,1,1,-0.4103,0.1071,0.0492,0,2.0
circuit_1209.jpg,54,211,1,3,-0.2721,0.1532,0.0492,0,2.0
circuit_1209.jpg,437,210,1,2,-0.478,0.0934,0.0492,0,2.0
circuit_1209.jpg,278,228,1,4,-0.223,0.1808,0.0492,0,2.0
circuit_1209.jpg,392,235,1,2,-0.5317,0.0847,0.0492,0,2.0
circuit_1209.jpg,704,248,1,2,-0.6068,0.075,0.0492,0,2.0
circuit_1209.jpg,772,255,1,2,-0.5969,0.0762,0.0492,0,2.0
circuit_1209.jpg,794,258,1,3,-0.395,0.1108,0.0492,0,2.0
circuit_1209.jpg,470,261,1,2,-0.4638,0.096,0.0492,0,2.0
circuit_1209.jpg,448,268,1,2,-0.5969,0.0762,0.0492,0,2.0
circuit_1209.jpg,798,314,1,1,-0.4431,0.1,0.0492,0,2.0
circuit_1209.jpg,451,376,1,2,-0.4297,0.1028,0.0492,0,2.0
circuit_1209.jpg,454,395,1,2,-0.5524,0.0818,0.0492,0,2.0
circuit_1209.jpg,457,405,1,2,-0.4367,0.1013,0.0492,0,2.0
circuit_1209.jpg,284,421,1,3,-0.3133,0.1358,0.0492,0,2.0
circuit_1209.jpg,496,428,1,3,-0.3415,0.126,0.0492,0,2.0
circuit_1209.jpg,796,432,1,3,-0.3372,0.1274,0.0492,0,2.0
circuit_1209.jpg,648,439,1,3,-0.5472,0.0825,0.0492,0,2.0
circuit_1209.jpg,470,456,1,2,-0.3612,0.12,0.0492,0,2.0
circuit_1209.jpg,471,576,1,2,-0.3286,0.1303,0.0492,0,2.0
circuit_1209.jpg,281,598,0,3,-0.3687,0.1178,0.0492,0,2.0
circuit_1209.jpg,388,600,0,2,-0.7594,0.0609,0.0492,0,2.0
circuit_1209.jpg,412,601,0,2,-0.6978,0.0659,0.0492,0,2.0
circuit_1209.jpg,436,602,0,2,-0.6978,0.0659,0.0492,0,2.0
circuit_1209.jpg,505,604,1,3,-0.7434,0.0621,0.0492,0,2.0
circuit_1209.jpg,679,607,1,2,-0.5843,0.0777,0.0492,0,2.0
circuit_1209.jpg,795,610,1,3,-0.34,0.1265,0.0492,0,2.0
circuit_1209.jpg,655,615,1,3,-0.512,0.0877,0.0492,0,2.0
circuit_1209.jpg,454,635,1,2,-0.6227,0.0733,0.0492,0,2.0
circuit_1209.jpg,285,674,0,2,-0.7785,0.0595,0.0492,0,2.0
circuit_1209.jpg,659,736,0,2,-0.7268,0.0634,0.0492,0,2.0
circuit_1209.jpg,677,740,0,3,-0.7075,0.0651,0.0492,0,2.0
circuit_1209.jpg,740,739,0,2,-0.9354,0.05,0.0492,0,2.0
circuit_1209.jpg,658,746,0,3,-0.4296,0.1028,0.0492,0,2.0
circuit_1209.jpg,465,793,0,3,-0.2792,0.1499,0.0492,0,2.0
circuit_1209.jpg,782,808,0,3,-0.4202,0.1049,0.0492,0,2.0
circuit_1209.jpg,653,826,0,2,-0.543,0.0831,0.0492,0,2.0
circuit_1209.jpg,50,863,0,2,-0.4282,0.1031,0.0492,0,2.0
circuit_1209.jpg,291,888,0,3,-0.4771,0.0935,0.0492,0,2.0
circuit_1209.jpg,364,896,0,2,-0.6006,0.0758,0.0492,0,2.0
circuit_1209.jpg,384,898,0,2,-0.8393,0.0554,0.0492,0,2.0
circuit_1209.jpg,658,904,0,2,-0.3756,0.1159,0.0492,0,2.0
circuit_1209.jpg,440,906,0,2,-0.7172,0.0642,0.0492,0,2.0
circuit_1209.jpg,467,912,0,4,-0.2417,0.1692,0.0492,0,2.0
circuit_1209.jpg,496,916,0,2,-0.544,0.083,0.0492,0,2.0
circuit_1209.jpg,566,924,0,2,-0.4095,0.1073,0.0492,0,2.0
circuit_1209.jpg,588,926,0,2,-0.6557,0.0698,0.0492,0,2.0
circuit_1209.jpg,600,929,0,2,-1.1358,0.0415,0.0492,0,2.0
circuit_1209.jpg,659,933,0,3,-0.4213,0.1046,0.0492,0,2.0
circuit_1209.jpg,770,945,0,2,-0.3156,0.1349,0.0492,0,2.0
circuit_1233.jpg,456,253,1,3,-0.1797,0.4683,0.1582,0,6.5
circuit_1233.jpg,82,260,0,2,-0.3203,0.3307,0.1582,0,6.5
circuit_1233.jpg,233,262,0,3,-0.1613,0.4952,0.1582,0,6.5
circuit_1233.jpg,300,335,0,2,-0.3304,0.3238,0.1582,0,6.5
circuit_1233.jpg,79,344,0,2,-0.7956,0.1659,0.1582,0,6.5
circuit_1233.jpg,458,402,0,4,0.0406,1.3454,0.1582,0,6.5
circuit_1233.jpg,700,400,0,2,-0.6406,0.1981,0.1582,0,6.5
circuit_1233.jpg,256,403,0,2,-0.8653,0.1546,0.1582,0,6.5
circuit_1233.jpg,286,404,0,2,-0.649,0.196,0.1582,0,6.5
circuit_1233.jpg,882,474,0,2,-1.3085,0.1079,0.1582,0,6.5
circuit_1233.jpg,79,484,0,3,-0.015,0.9132,0.1582,0,6.5
circuit_1233.jpg,166,481,0,3,-0.0676,0.7007,0.1582,0,6.5
circuit_1233.jpg,73,520,0,2,-0.3596,0.3056,0.1582,0,6.5
circuit_1233.jpg,476,529,0,3,-0.2756,0.3647,0.1582,0,6.5
circuit_1233.jpg,696,529,0,3,-0.1797,0.4683,0.1582,0,6.5
circuit_1233.jpg,188,535,0,2,-0.7653,0.1713,0.1582,0,6.5
circuit_1233.jpg,200,533,0,2,-0.8443,0.1578,0.1582,0,6.5
circuit_1233.jpg,302,535,0,3,-0.0438,0.7831,0.1582,0,6.5
circuit_1233.jpg,793,544,0,2,-0.5683,0.2178,0.1582,0,6.5
circuit_1233.jpg,915,585,0,2,-1.0296,0.1332,0.1582,0,6.5
circuit_1233.jpg,973,600,0,4,-0.2481,0.3895,0.1582,0,6.5
circuit_1233.jpg,992,597,0,3,-0.2958,0.3485,0.1582,0,6.5
circuit_1233.jpg,964,615,0,3,-0.2245,0.4134,0.1582,0,6.5
circuit_1233.jpg,990,621,0,5,-0.4474,0.2613,0.1582,0,6.5
circuit_1233.jpg,303,620,0,2,-0.5981,0.2092,0.1582,0,6.5
circuit_1233.jpg,972,628,0,3,-0.6552,0.1945,0.1582,0,6.5
circuit_1233.jpg,794,634,0,2,-0.328,0.3254,0.1582,0,6.5
circuit_1233.jpg,71,638,0,2,-0.1935,0.4498,0.1582,0,6.5
circuit_1233.jpg,970,646,0,2,0.1582,6500000.0,0.1582,0,6.5
circuit_1233.jpg,984,643,0,3,-0.5782,0.2149,0.1582,0,6.5
circuit_1233.jpg,70,685,0,2,-0.7899,0.1669,0.1582,0,6.5
circuit_1233.jpg,863,687,0,3,-0.1634,0.492,0.1582,0,6.5
circuit_1233.jpg,190,688,0,3,-0.2287,0.4089,0.1582,0,6.5
circuit_1233.jpg,352,690,0,3,-0.6997,0.1844,0.1582,0,6.5
circuit_1233.jpg,480,689,0,3,-0.0052,0.9684,0.1582,0,6.5
circuit_1233.jpg,693,693,0,3,-0.3579,0.3066,0.1582,0,6.5
circuit_1233.jpg,966,692,0,2,-0.1593,0.4984,0.1582,0,6.5
circuit_1239.jpg,400,360,0,3,-1.061,0.208,0.2786,0,15.0
circuit_1239.jpg,623,394,0,2,-0.2727,0.5054,0.2786,0,15.0
circuit_1239.jpg,215,502,0,3,-0.2353,0.5422,0.2786,0,15.0
circuit_1239.jpg,407,502,0,4,-0.3118,0.4719,0.2786,0,15.0
circuit_1239.jpg,622,510,0,3,-0.6946,0.2863,0.2786,0,15.0
circuit_1239.jpg,219,657,0,2,-0.7513,0.2705,0.2786,0,15.0
circuit_1239.jpg,416,655,0,4,-0.2146,0.5649,0.2786,0,15.0
circuit_1239.jpg,624,656,0,2,-0.2738,0.5044,0.2786,0,15.0
circuit_1241.jpg,330,149,1,2,-0.8278,0.0777,0.0698,0,3.0
circuit_1241.jpg,426,154,1,2,-0.7324,0.087,0.0698,0,3.0
circuit_1241.jpg,502,154,1,3,-0.4639,0.1307,0.0698,0,3.0
circuit_1241.jpg,658,270,0,2,-0.3707,0.1584,0.0698,0,3.0
circuit_1241.jpg,694,272,0,2,-0.7441,0.0857,0.0698,0,3.0
circuit_1241.jpg,722,274,0,2,-0.6197,0.1012,0.0698,0,3.0
circuit_1241.jpg,112,286,1,3,-0.5093,0.1205,0.0698,0,3.0
circuit_1241.jpg,208,293,1,3,-0.5773,0.1078,0.0698,0,3.0
circuit_1241.jpg,215,398,1,2,-0.3097,0.1838,0.0698,0,3.0
circuit_1241.jpg,248,398,1,2,-0.6592,0.0957,0.0698,0,3.0
circuit_1241.jpg,478,401,1,4,-0.4898,0.1247,0.0698,0,3.0
circuit_1241.jpg,772,406,0,4,-0.578,0.1077,0.0698,0,3.0
circuit_1241.jpg,590,408,0,2,-0.9479,0.0685,0.0698,0,3.0
circuit_1241.jpg,615,411,0,2,-0.7828,0.0818,0.0698,0,3.0
circuit_1241.jpg,586,425,0,4,-1.1153,0.0589,0.0698,0,3.0
circuit_1241.jpg,608,428,0,4,-0.2782,0.2005,0.0698,0,3.0
circuit_1241.jpg,542,432,0,3,-0.5444,0.1136,0.0698,0,3.0
circuit_1241.jpg,565,430,0,3,-0.5115,0.12,0.0698,0,3.0
circuit_1241.jpg,116,436,1,3,-0.4699,0.1293,0.0698,0,3.0
circuit_1241.jpg,150,504,1,2,-0.6037,0.1036,0.0698,0,3.0
circuit_1241.jpg,776,513,0,2,-0.4037,0.1473,0.0698,0,3.0
circuit_1241.jpg,834,517,0,2,-0.6627,0.0952,0.0698,0,3.0
circuit_1241.jpg,605,529,1,2,-0.7039,0.0902,0.0698,0,3.0
circuit_1241.jpg,982,534,0,2,-0.6171,0.1016,0.0698,0,3.0
circuit_1241.jpg,607,544,1,2,-0.7197,0.0884,0.0698,0,3.0
circuit_1241.jpg,989,572,0,2,-0.579,0.1075,0.0698,0,3.0
circuit_1241.jpg,992,592,0,2,-0.6838,0.0926,0.0698,0,3.0
circuit_1241.jpg,728,614,0,2,-0.7545,0.0846,0.0698,0,3.0
circuit_1241.jpg,773,617,0,2,-0.3576,0.1632,0.0698,0,3.0
circuit_1241.jpg,990,618,0,2,-0.7515,0.0849,0.0698,0,3.0
circuit_1241.jpg,889,621,0,2,-0.7118,0.0893,0.0698,0,3.0
circuit_1241.jpg,956,622,0,3,-0.7007,0.0905,0.0698,0,3.0
circuit_1241.jpg,612,630,1,2,-0.6713,0.0941,0.0698,0,3.0
circuit_1241.jpg,476,638,1,2,-1.1076,0.0592,0.0698,0,3.0
circuit_1241.jpg,956,638,0,2,-1.4335,0.0464,0.0698,0,3.0
circuit_1241.jpg,202,646,1,2,-0.5874,0.1062,0.0698,0,3.0
circuit_1241.jpg,200,664,1,2,-0.6101,0.1026,0.0698,0,3.0
circuit_1241.jpg,774,684,0,3,-0.1838,0.2751,0.0698,0,3.0
circuit_1241.jpg,482,720,1,2,-0.3647,0.1606,0.0698,0,3.0
circuit_1241.jpg,486,746,1,3,-0.0797,0.4667,0.0698,0,3.0
circuit_1241.jpg,726,771,0,2,-0.8429,0.0764,0.0698,0,3.0
circuit_1241.jpg,529,824,1,2,-0.6907,0.0917,0.0698,0,3.0
circuit_1241.jpg,881,841,0,2,-0.5433,0.1138,0.0698,0,3.0
circuit_1241.jpg,128,907,1,2,-0.3504,0.166,0.0698,0,3.0
circuit_1241.jpg,176,910,1,3,-0.2709,0.2047,0.0698,0,3.0
circuit_1241.jpg,488,917,1,3,-0.8952,0.0723,0.0698,0,3.0
circuit_1241.jpg,600,920,1,3,-0.7179,0.0886,0.0698,0,3.0
circuit_1241.jpg,731,925,1,3,-0.3494,0.1664,0.0698,0,3.0
circuit_1243.jpg,201,208,0,2,-0.6176,0.0964,0.0659,0,3.0
circuit_1243.jpg,411,207,0,2,-0.6095,0.0976,0.0659,0,3.0
circuit_1243.jpg,580,222,0,2,-0.5471,0.1075,0.0659,0,3.0
circuit_1243.jpg,113,275,0,1,-0.5249,0.1115,0.0659,0,3.0
circuit_1243.jpg,197,278,0,3,-0.5245,0.1116,0.0659,0,3.0
circuit_1243.jpg,412,298,0,3,-0.2077,0.2408,0.0659,0,3.0
circuit_1243.jpg,582,300,0,2,-1.463,0.0431,0.0659,0,3.0
circuit_1243.jpg,746,307,0,3,-0.7786,0.078,0.0659,0,3.0
circuit_1243.jpg,220,313,0,2,-0.3311,0.166,0.0659,0,3.0
circuit_1243.jpg,588,326,0,1,-0.6589,0.0909,0.0659,0,3.0
circuit_1243.jpg,563,328,0,2,-0.8338,0.0732,0.0659,0,3.0
circuit_1243.jpg,556,418,0,2,-0.5749,0.1028,0.0659,0,3.0
circuit_1243.jpg,496,424,0,2,-0.9304,0.0661,0.0659,0,3.0
circuit_1243.jpg,486,442,0,2,-0.6268,0.0951,0.0659,0,3.0
circuit_1243.jpg,611,446,0,2,-0.4004,0.1413,0.0659,0,3.0
circuit_1243.jpg,482,490,0,2,-0.9149,0.0672,0.0659,0,3.0
circuit_1243.jpg,608,516,0,3,-0.6809,0.0882,0.0659,0,3.0
circuit_1243.jpg,482,520,0,4,-0.4993,0.1166,0.0659,0,3.0
circuit_1243.jpg,398,520,0,3,-0.6631,0.0904,0.0659,0,3.0
circuit_1243.jpg,859,522,0,2,-0.4347,0.1316,0.0659,0,3.0
circuit_1243.jpg,179,528,0,2,-0.6882,0.0874,0.0659,0,3.0
circuit_1243.jpg,751,528,0,3,-0.5776,0.1024,0.0659,0,3.0
circuit_1243.jpg,616,553,0,2,-0.5695,0.1037,0.0659,0,3.0
circuit_1243.jpg,397,590,0,2,-0.3091,0.1757,0.0659,0,3.0
circuit_1243.jpg,94,595,1,2,-0.438,0.1308,0.0659,0,3.0
circuit_1243.jpg,173,595,1,3,-0.2662,0.1984,0.0659,0,3.0
circuit_1243.jpg,92,603,1,2,-0.8204,0.0743,0.0659,0,3.0
circuit_1243.jpg,390,604,0,2,-0.4291,0.1331,0.0659,0,3.0
circuit_1243.jpg,200,631,0,2,-0.5839,0.1014,0.0659,0,3.0
circuit_1243.jpg,766,658,0,2,-1.0059,0.0615,0.0659,0,3.0
circuit_1243.jpg,598,675,0,2,-0.8899,0.0689,0.0659,0,3.0
circuit_1243.jpg,765,696,0,2,-0.9925,0.0623,0.0659,0,3.0
circuit_1243.jpg,856,743,0,2,-0.677,0.0887,0.0659,0,3.0
circuit_1243.jpg,594,744,0,3,-0.4529,0.127,0.0659,0,3.0
circuit_1243.jpg,490,747,0,2,-1.1682,0.0534,0.0659,0,3.0
circuit_1243.jpg,763,752,0,3,-0.3352,0.1643,0.0659,0,3.0
circuit_1243.jpg,592,790,0,2,-0.7333,0.0824,0.0659,0,3.0
circuit_1244.jpg,161,95,0,2,-0.8714,0.0512,0.047,0,2.0
circuit_1244.jpg,523,113,0,2,-0.8207,0.0542,0.047,0,2.0
circuit_1244.jpg,564,115,0,2,-0.8905,0.0501,0.047,0,2.0
circuit_1244.jpg,694,123,0,2,-0.632,0.0692,0.047,0,2.0
circuit_1244.jpg,162,166,1,4,-0.4856,0.0882,0.047,0,2.0
circuit_1244.jpg,149,166,1,3,-0.5821,0.0747,0.047,0,2.0
circuit_1244.jpg,114,167,1,2,-0.3644,0.1142,0.047,0,2.0
circuit_1244.jpg,518,199,0,3,-0.4329,0.0979,0.047,0,2.0
circuit_1244.jpg,352,204,0,3,-0.4094,0.103,0.047,0,2.0
circuit_1244.jpg,201,212,0,2,-0.4722,0.0905,0.047,0,2.0
circuit_1244.jpg,692,225,0,3,-0.6601,0.0665,0.047,0,2.0
circuit_1244.jpg,999,239,0,2,-0.8621,0.0517,0.047,0,2.0
circuit_1244.jpg,519,250,1,2,-1.1709,0.0386,0.047,0,2.0
circuit_1244.jpg,532,249,1,2,-0.894,0.0499,0.047,0,2.0
circuit_1244.jpg,520,278,1,2,-0.5134,0.0839,0.047,0,2.0
circuit_1244.jpg,762,363,0,2,-0.3632,0.1146,0.047,0,2.0
circuit_1244.jpg,522,368,1,2,-1.1095,0.0406,0.047,0,2.0
circuit_1244.jpg,435,374,1,2,-0.2948,0.1375,0.047,0,2.0
circuit_1244.jpg,611,426,0,2,-0.3759,0.1111,0.047,0,2.0
circuit_1244.jpg,200,439,0,2,-0.5647,0.0768,0.047,0,2.0
circuit_1244.jpg,185,442,0,2,-0.6673,0.0658,0.047,0,2.0
circuit_1244.jpg,386,446,1,3,-0.5368,0.0805,0.047,0,2.0
circuit_1244.jpg,434,446,1,4,-0.8021,0.0553,0.047,0,2.0
circuit_1244.jpg,612,450,0,3,-0.6298,0.0694,0.047,0,2.0
circuit_1244.jpg,754,470,0,3,-0.3831,0.1093,0.047,0,2.0
circuit_1244.jpg,988,478,0,3,-0.4685,0.0912,0.047,0,2.0
circuit_1244.jpg,186,542,0,2,-0.4895,0.0876,0.047,0,2.0
circuit_1244.jpg,186,578,0,3,-0.9839,0.0456,0.047,0,2.0
circuit_1244.jpg,112,581,0,2,-0.7145,0.0617,0.047,0,2.0
circuit_1244.jpg,386,606,1,2,-0.4621,0.0923,0.047,0,2.0
circuit_1244.jpg,608,708,0,2,-0.4521,0.0942,0.047,0,2.0
circuit_1244.jpg,992,738,0,2,-0.4592,0.0928,0.047,0,2.0
circuit_1244.jpg,938,780,0,2,-1.1022,0.0409,0.047,0,2.0
circuit_1244.jpg,994,779,0,2,-0.6733,0.0652,0.047,0,2.0
circuit_1244.jpg,834,782,0,3,-0.1911,0.1974,0.047,0,2.0
circuit_1244.jpg,604,822,0,3,-0.9821,0.0457,0.047,0,2.0
circuit_1244.jpg,442,832,0,2,-0.025,0.6526,0.047,0,2.0
circuit_1244.jpg,835,836,0,2,-0.4851,0.0883,0.047,0,2.0
circuit_125.jpg,178,396,0,2,-0.6873,0.0739,0.0548,0,2.0
circuit_125.jpg,380,396,1,3,-0.5209,0.0952,0.0548,0,2.0
circuit_125.jpg,574,398,1,3,-0.5509,0.0905,0.0548,0,2.0
circuit_125.jpg,774,402,1,2,-0.2841,0.1618,0.0548,0,2.0
circuit_125.jpg,393,590,1,2,-0.4605,0.1064,0.0548,0,2.0
circuit_125.jpg,195,596,1,2,-0.7114,0.0716,0.0548,0,2.0
circuit_125.jpg,484,638,1,3,-0.5247,0.0946,0.0548,0,2.0
circuit_125.jpg,789,637,1,3,-0.8193,0.0627,0.0548,0,2.0
circuit_125.jpg,398,640,1,3,-0.3901,0.1232,0.0548,0,2.0
circuit_125.jpg,584,641,1,3,-0.4524,0.1081,0.0548,0,2.0
circuit_125.jpg,204,644,1,2,-0.5912,0.0849,0.0548,0,2.0
circuit_1252.jpg,650,193,0,2,-0.8036,0.179,0.1752,0,8.0
circuit_1252.jpg,780,194,0,2,-1.1569,0.1315,-0.0438,0,8.0
circuit_1252.jpg,338,196,1,2,-0.9721,0.1527,0.1752,0,8.0
circuit_1252.jpg,428,195,1,2,-0.8211,0.1758,0.1752,0,8.0
circuit_1252.jpg,496,195,1,3,-0.9172,0.1604,0.1752,0,8.0
circuit_1252.jpg,208,197,1,2,-0.3285,0.3478,0.1752,0,8.0
circuit_1252.jpg,370,197,1,2,-0.9197,0.16,0.0438,0,8.0
circuit_1252.jpg,844,198,0,2,-1.1178,0.1355,0.1752,0,8.0
circuit_1252.jpg,207,210,1,1,-0.5243,0.2504,0.1752,0,8.0
circuit_1252.jpg,109,321,1,2,-0.3665,0.3234,0.1752,0,8.0
circuit_1252.jpg,200,322,1,3,-0.3097,0.3613,0.1752,0,8.0
circuit_1252.jpg,857,396,1,2,-0.3164,0.3563,0.1752,0,8.0
circuit_1252.jpg,712,432,1,3,-0.2728,0.3911,0.1752,0,8.0
circuit_1252.jpg,726,448,1,3,-0.5988,0.2263,0.1752,0,8.0
circuit_1252.jpg,212,455,1,3,-0.2086,0.4564,0.1752,0,8.0
circuit_1252.jpg,702,453,1,3,-0.9313,0.1583,0.1752,0,8.0
circuit_1252.jpg,858,458,1,4,-0.3425,0.3384,0.1752,0,8.0
circuit_1252.jpg,402,459,0,4,0.0327,1.2295,0.1752,0,8.0
circuit_1252.jpg,706,469,1,3,-0.5224,0.2511,0.1752,0,8.0
circuit_1252.jpg,707,524,1,2,-0.756,0.1881,0.1752,0,8.0
circuit_1252.jpg,148,538,0,2,-0.7172,0.1963,0.1752,0,8.0
circuit_1252.jpg,211,596,1,2,-0.6262,0.2186,0.1752,0,8.0
circuit_1252.jpg,460,603,0,2,-0.9191,0.1601,0.1752,0,8.0
circuit_1252.jpg,44,639,1,3,-0.0359,0.8299,0.1752,0,8.0
circuit_1252.jpg,628,652,0,3,-0.1039,0.6276,0.1752,0,8.0
circuit_1252.jpg,625,664,0,2,-0.427,0.2909,0.1752,0,8.0
circuit_1252.jpg,620,678,0,3,-0.6341,0.2165,0.1752,0,8.0
circuit_1252.jpg,608,683,0,2,-0.5331,0.2473,0.1752,0,8.0
circuit_1252.jpg,415,702,1,3,-0.086,0.6707,0.1752,0,8.0
circuit_1252.jpg,530,756,1,3,-0.6305,0.2174,0.1752,0,8.0
circuit_1252.jpg,464,758,1,2,-0.2866,0.3793,0.1752,0,8.0
circuit_1252.jpg,539,757,1,2,-0.3273,0.3486,0.1752,0,8.0
circuit_1252.jpg,465,776,1,2,-0.5597,0.2384,0.1752,0,8.0
circuit_1252.jpg,791,776,0,2,-0.5545,0.2401,0.1752,0,8.0
circuit_1252.jpg,540,777,1,2,-0.6829,0.2041,0.1752,0,8.0
circuit_1252.jpg,411,826,1,3,-0.1049,0.6256,0.1752,0,8.0
circuit_1252.jpg,508,825,1,2,-0.7457,0.1902,0.1752,0,8.0
circuit_1252.jpg,528,826,1,3,-0.1735,0.5024,0.1752,0,8.0
circuit_1252.jpg,151,829,1,3,-0.1029,0.6298,0.1752,0,8.0
circuit_1252.jpg,212,828,1,3,-0.1702,0.5072,0.1752,0,8.0
circuit_1252.jpg,182,829,1,2,-1.0432,0.1438,0.1752,0,8.0
circuit_1252.jpg,612,831,1,3,-0.2601,0.4025,0.1752,0,8.0
circuit_1252.jpg,106,832,1,2,-0.5146,0.254,0.1752,0,8.0
circuit_1252.jpg,59,835,1,2,-0.8722,0.1672,0.1752,0,8.0
circuit_1252.jpg,847,837,1,3,-0.0848,0.6739,0.1752,0,8.0
circuit_1256.jpg,615,136,1,2,-1.0109,0.0444,0.0469,0,2.0
circuit_1256.jpg,326,139,1,3,-0.5893,0.0738,0.0469,0,2.0
circuit_1256.jpg,472,139,1,3,-0.5807,0.0748,0.0469,0,2.0
circuit_1256.jpg,178,142,1,2,-0.6855,0.0641,0.0469,0,2.0
circuit_1256.jpg,467,172,1,2,-0.4193,0.1007,0.0469,0,2.0
