image,comp_id,class,terminal,n_terminals,gt_net,pred_net,verdict,n_nodes_seen,pose,pose_dist_frac
circuit_125.jpg,3,Capacitor,0,2,0,0,ok,2,pose0,0.1573
circuit_125.jpg,3,Capacitor,1,2,n3,n3,ok,2,pose0,0.1573
circuit_125.jpg,4,Capacitor,0,2,n1,n1,ok,2,pose0,0.1513
circuit_125.jpg,4,Capacitor,1,2,n2,n2,ok,2,pose0,0.1513
circuit_125.jpg,5,Resistor,0,2,n3,n3,ok,2,pose0,0.1138
circuit_125.jpg,5,Resistor,1,2,n4,n4,ok,2,pose0,0.1138
circuit_125.jpg,6,Resistor,0,2,0,0,ok,2,pose2,0.1065
circuit_125.jpg,6,Resistor,1,2,n2,n2,ok,2,pose2,0.1065
circuit_125.jpg,7,GND,0,1,0,0,ok,1,,
circuit_1252.jpg,0,Resistor,0,2,n7,n7,ok,2,pose7,0.1411
circuit_1252.jpg,0,Resistor,1,2,n13,n13,ok,2,pose7,0.1411
circuit_1252.jpg,1,Resistor,0,2,n4,n4,ok,2,pose0,0.1187
circuit_1252.jpg,1,Resistor,1,2,n7,n7,ok,2,pose0,0.1187
circuit_1252.jpg,2,Resistor,0,2,n5,n5,ok,2,pose2,0.1175
circuit_1252.jpg,2,Resistor,1,2,n6,n6,ok,2,pose2,0.1175
circuit_1252.jpg,3,Resistor,0,2,n4,n4,ok,2,pose2,0.12
circuit_1252.jpg,3,Resistor,1,2,n5,n5,ok,2,pose2,0.12
circuit_1252.jpg,4,BJT-PNP,0,3,0,0,ok,3,pose2,0.2396
circuit_1252.jpg,4,BJT-PNP,1,3,n1,n2,swapped,3,pose2,0.2396
circuit_1252.jpg,4,BJT-PNP,2,3,n2,n1,swapped,3,pose2,0.2396
circuit_1252.jpg,5,BJT-PNP,0,3,n3,n3,ok,3,pose2,0.252
circuit_1252.jpg,5,BJT-PNP,1,3,n2,n4,swapped,3,pose2,0.252
circuit_1252.jpg,5,BJT-PNP,2,3,n4,n2,swapped,3,pose2,0.252
circuit_1252.jpg,6,BJT-NPN,0,3,n8,n8,ok,3,pose2,0.1471
circuit_1252.jpg,6,BJT-NPN,1,3,n15,0,swapped,3,pose2,0.1471
circuit_1252.jpg,6,BJT-NPN,2,3,0,n15,swapped,3,pose2,0.1471
circuit_1252.jpg,7,BJT-NPN,0,3,n8,n9,swapped,3,pose6,0.1451
circuit_1252.jpg,7,BJT-NPN,1,3,n9,n7,swapped,3,pose6,0.1451
circuit_1252.jpg,7,BJT-NPN,2,3,n7,n8,swapped,3,pose6,0.1451
circuit_1252.jpg,8,BJT-NPN,0,3,n13,n13,ok,3,pose2,0.1476
circuit_1252.jpg,8,BJT-NPN,1,3,n14,0,swapped,3,pose2,0.1476
circuit_1252.jpg,8,BJT-NPN,2,3,0,n14,swapped,3,pose2,0.1476
circuit_1252.jpg,9,V-DC (one port),0,1,n7,n7,ok,1,any,0.3731
circuit_1252.jpg,10,GND,0,1,0,0,ok,1,,
circuit_1252.jpg,11,Diode,0,2,n11,n11,ok,2,pose0,0.1555
circuit_1252.jpg,11,Diode,1,2,n12,n12,ok,2,pose0,0.1555
circuit_1252.jpg,12,BJT-NPN,0,3,n10,n10,ok,3,pose2,0.1481
circuit_1252.jpg,12,BJT-NPN,1,3,n8,0,swapped,3,pose2,0.1481
circuit_1252.jpg,12,BJT-NPN,2,3,0,n8,swapped,3,pose2,0.1481
circuit_1252.jpg,13,Resistor,0,2,0,0,ok,2,pose2,0.136
circuit_1252.jpg,13,Resistor,1,2,n9,n9,ok,2,pose2,0.136
circuit_1252.jpg,14,V-DC (one port),0,1,n1,n1,ok,1,any,0.3736
circuit_1252.jpg,15,BJT-NPN,0,3,n3,n15,swapped,3,pose6,0.1516
circuit_1252.jpg,15,BJT-NPN,1,3,n15,0,swapped,3,pose6,0.1516
circuit_1252.jpg,15,BJT-NPN,2,3,0,n3,swapped,3,pose6,0.1516
circuit_1252.jpg,16,Diode,0,2,n10,n10,ok,2,pose0,0.1516
circuit_1252.jpg,16,Diode,1,2,n11,n11,ok,2,pose0,0.1516
circuit_1252.jpg,17,Resistor,0,2,0,0,ok,2,pose2,0.1327
circuit_1252.jpg,17,Resistor,1,2,n1,n1,ok,2,pose2,0.1327
circuit_1252.jpg,18,V-DC (one port),0,1,n5,n5,ok,1,any,0.3757
circuit_1252.jpg,19,BJT-NPN,0,3,n6,n12,swapped,3,pose6,0.1493
circuit_1252.jpg,19,BJT-NPN,1,3,n12,n13,swapped,3,pose6,0.1493
circuit_1252.jpg,19,BJT-NPN,2,3,n13,n6,swapped,3,pose6,0.1493
circuit_1252.jpg,20,V-DC (one port),0,1,n13,n13,ok,1,any,0.3933
circuit_1252.jpg,21,BJT-NPN,0,3,n14,n10,swapped,3,pose6,0.1444
circuit_1252.jpg,21,BJT-NPN,1,3,n10,n13,swapped,3,pose6,0.1444
circuit_1252.jpg,21,BJT-NPN,2,3,n13,n14,swapped,3,pose6,0.1444
circuit_1252.jpg,22,V-DC (one port),0,1,n6,n6,ok,1,any,0.3615
circuit_1256.jpg,0,I-AC,0,2,n1,n1,ok,2,pose0,0.0947
circuit_1256.jpg,0,I-AC,1,2,n4,n4,ok,2,pose0,0.0947
circuit_1256.jpg,1,GND,0,1,0,0,ok,1,,
circuit_1256.jpg,2,Capacitor,0,2,n1,n1,ok,2,pose0,0.1739
circuit_1256.jpg,2,Capacitor,1,2,n4,n4,ok,2,pose0,0.1739
circuit_1256.jpg,3,Capacitor,0,2,n5,n5,ok,2,pose0,0.1682
circuit_1256.jpg,3,Capacitor,1,2,n1,n1,ok,2,pose0,0.1682
circuit_1256.jpg,4,Capacitor,0,2,n6,n6,ok,2,pose0,0.1565
circuit_1256.jpg,4,Capacitor,1,2,n3,n3,ok,2,pose0,0.1565
circuit_1256.jpg,5,Capacitor,0,2,n2,n7,swapped,2,pose2,0.1579
circuit_1256.jpg,5,Capacitor,1,2,n7,n2,swapped,2,pose2,0.1579
circuit_1256.jpg,6,Capacitor,0,2,n2,n2,ok,2,pose0,0.1726
circuit_1256.jpg,6,Capacitor,1,2,n8,n8,ok,2,pose0,0.1726
circuit_1256.jpg,7,Capacitor,0,2,n3,n3,ok,2,pose0,0.1563
circuit_1256.jpg,7,Capacitor,1,2,n2,n2,ok,2,pose0,0.1563
circuit_1256.jpg,8,Inductor,0,2,n3,n3,ok,2,pose2,0.1131
circuit_1256.jpg,8,Inductor,1,2,n5,n5,ok,2,pose2,0.1131
circuit_1256.jpg,9,Inductor,0,2,n1,n1,ok,2,pose2,0.1176
circuit_1256.jpg,9,Inductor,1,2,n4,n4,ok,2,pose2,0.1176
circuit_1256.jpg,10,Inductor,0,2,n8,n8,ok,2,pose2,0.1185
circuit_1256.jpg,10,Inductor,1,2,n1,n1,ok,2,pose2,0.1185
circuit_1256.jpg,11,Inductor,0,2,n6,n6,ok,2,pose0,0.1089
circuit_1256.jpg,11,Inductor,1,2,n3,n3,ok,2,pose0,0.1089
circuit_1256.jpg,12,Resistor,0,2,n3,n3,ok,2,pose2,0.1195
circuit_1256.jpg,12,Resistor,1,2,n2,n2,ok,2,pose2,0.1195
circuit_1256.jpg,13,Resistor,0,2,n7,n7,ok,2,pose2,0.1294
circuit_1256.jpg,13,Resistor,1,2,n1,n1,ok,2,pose2,0.1294
circuit_1256.jpg,14,Resistor,0,2,n2,n2,ok,2,pose2,0.1257
circuit_1256.jpg,14,Resistor,1,2,n4,n4,ok,2,pose2,0.1257
circuit_1256.jpg,15,V-DC,0,2,n3,n2,swapped,2,pose6,0.0969
circuit_1256.jpg,15,V-DC,1,2,n2,n3,swapped,2,pose6,0.0969
circuit_1256.jpg,16,V-DC,0,2,0,n1,swapped,2,pose6,0.1077
circuit_1256.jpg,16,V-DC,1,2,n1,0,swapped,2,pose6,0.1077
circuit_1256.jpg,17,I-AC,0,2,n2,n2,ok,2,pose2,0.095
circuit_1256.jpg,17,I-AC,1,2,0,0,ok,2,pose2,0.095
circuit_1258.jpg,0,V-DC,0,2,n1,n1,ok,2,pose0,0.093
circuit_1258.jpg,0,V-DC,1,2,n2,n2,ok,2,pose0,0.093
circuit_1258.jpg,1,Capacitor,0,2,n3,n3,ok,2,pose0,0.1462
circuit_1258.jpg,1,Capacitor,1,2,0,0,ok,2,pose0,0.1462
circuit_1258.jpg,2,Inductor,0,2,n1,n1,ok,2,pose2,0.1125
circuit_1258.jpg,2,Inductor,1,2,n4,n4,ok,2,pose2,0.1125
circuit_1258.jpg,3,Resistor,0,2,n2,n2,ok,2,pose0,0.1073
circuit_1258.jpg,3,Resistor,1,2,n3,n3,ok,2,pose0,0.1073
circuit_1258.jpg,4,Inductor,0,2,n4,n4,ok,2,pose0,0.1054
circuit_1258.jpg,4,Inductor,1,2,0,0,ok,2,pose0,0.1054
circuit_1258.jpg,5,I-DC,0,2,n3,0,swapped,2,pose6,0.1441
circuit_1258.jpg,5,I-DC,1,2,0,n3,swapped,2,pose6,0.1441
circuit_1258.jpg,6,Resistor,0,2,n2,n2,ok,2,pose2,0.1108
circuit_1258.jpg,6,Resistor,1,2,n4,n4,ok,2,pose2,0.1108
circuit_1258.jpg,7,GND,0,1,0,0,ok,1,,
circuit_1262.jpg,0,I-AC,0,2,0,0,ok,2,pose0,0.0945
circuit_1262.jpg,0,I-AC,1,2,n1,n1,ok,2,pose0,0.0945
circuit_1262.jpg,1,V-AC,0,2,0,0,ok,2,pose0,0.1017
circuit_1262.jpg,1,V-AC,1,2,n3,n3,ok,2,pose0,0.1017
circuit_1262.jpg,2,Capacitor,0,2,n2,n2,ok,2,pose0,0.1484
circuit_1262.jpg,2,Capacitor,1,2,n1,n1,ok,2,pose0,0.1484
circuit_1262.jpg,3,Resistor,0,2,n3,n3,ok,2,pose0,0.1106
circuit_1262.jpg,3,Resistor,1,2,n2,n2,ok,2,pose0,0.1106
circuit_1262.jpg,4,Resistor,0,2,0,0,ok,2,pose2,0.1076
circuit_1262.jpg,4,Resistor,1,2,n4,n4,ok,2,pose2,0.1076
circuit_1262.jpg,5,Inductor,0,2,n1,n1,ok,2,pose0,0.1087
circuit_1262.jpg,5,Inductor,1,2,n4,n4,ok,2,pose0,0.1087
circuit_1262.jpg,6,GND,0,1,0,0,ok,1,,
circuit_1268.jpg,0,V-DC,0,2,0,n4,swapped,2,pose4,0.1019
circuit_1268.jpg,0,V-DC,1,2,n4,0,swapped,2,pose4,0.1019
circuit_1268.jpg,1,V-DC,0,2,n3,n3,ok,2,pose0,0.1028
circuit_1268.jpg,1,V-DC,1,2,n4,n4,ok,2,pose0,0.1028
circuit_1268.jpg,2,GND,0,1,0,0,ok,1,,
circuit_1268.jpg,3,Capacitor,0,2,n2,n2,ok,2,pose2,0.1651
circuit_1268.jpg,3,Capacitor,1,2,n4,n4,ok,2,pose2,0.1651
circuit_1268.jpg,4,I-AC,0,2,n2,n2,ok,2,pose0,0.1094
circuit_1268.jpg,4,I-AC,1,2,n3,n3,ok,2,pose0,0.1094
circuit_1268.jpg,5,I-DC,0,2,n4,n4,ok,2,pose0,0.1048
circuit_1268.jpg,5,I-DC,1,2,0,0,ok,2,pose0,0.1048
circuit_1268.jpg,6,Inductor,0,2,n1,n1,ok,2,pose0,0.1178
circuit_1268.jpg,6,Inductor,1,2,n5,n5,ok,2,pose0,0.1178
circuit_1268.jpg,7,Inductor,0,2,n1,n1,ok,2,pose0,0.1172
circuit_1268.jpg,7,Inductor,1,2,n2,n2,ok,2,pose0,0.1172
circuit_1268.jpg,8,Capacitor,0,2,n6,n6,ok,2,pose2,0.1683
circuit_1268.jpg,8,Capacitor,1,2,0,0,ok,2,pose2,0.1683
circuit_1268.jpg,9,Capacitor,0,2,n5,n5,ok,2,pose2,0.1769
circuit_1268.jpg,9,Capacitor,1,2,n4,n4,ok,2,pose2,0.1769
circuit_1268.jpg,10,Inductor,0,2,n1,n1,ok,2,pose0,0.1169
circuit_1268.jpg,10,Inductor,1,2,n6,n6,ok,2,pose0,0.1169
circuit_1268.jpg,11,Capacitor,0,2,n3,n3,ok,2,pose0,0.1485
circuit_1268.jpg,11,Capacitor,1,2,n4,n4,ok,2,pose0,0.1485
circuit_1268.jpg,12,Inductor,0,2,n1,n1,ok,2,pose0,0.1228
circuit_1268.jpg,12,Inductor,1,2,n3,n3,ok,2,pose0,0.1228
circuit_1268.jpg,13,V-AC,0,2,n1,n1,ok,2,pose0,0.1214
circuit_1268.jpg,13,V-AC,1,2,n2,n2,ok,2,pose0,0.1214
circuit_1272.jpg,0,I-AC,0,2,0,0,ok,2,pose2,0.1063
circuit_1272.jpg,0,I-AC,1,2,n9,n9,ok,2,pose2,0.1063
circuit_1272.jpg,1,I-AC,0,2,0,0,ok,2,pose0,0.1149
circuit_1272.jpg,1,I-AC,1,2,n8,n8,ok,2,pose0,0.1149
circuit_1272.jpg,2,V-DC,0,2,n5,0,swapped,2,pose4,0.1129
circuit_1272.jpg,2,V-DC,1,2,0,n5,swapped,2,pose4,0.1129
circuit_1272.jpg,3,V-AC,0,2,0,0,ok,2,pose0,0.1072
circuit_1272.jpg,3,V-AC,1,2,n1,n1,ok,2,pose0,0.1072
circuit_1272.jpg,4,GND,0,1,0,0,ok,1,,
circuit_1272.jpg,5,MOSFET-P,0,3,n7,n7,ok,3,pose2,0.1719
circuit_1272.jpg,5,MOSFET-P,1,3,n8,0,swapped,3,pose2,0.1719
circuit_1272.jpg,5,MOSFET-P,2,3,0,n8,swapped,3,pose2,0.1719
circuit_1272.jpg,6,V-AC,0,2,0,0,ok,2,pose0,0.1143
circuit_1272.jpg,6,V-AC,1,2,n2,n2,ok,2,pose0,0.1143
circuit_1272.jpg,7,MOSFET-P,0,3,n5,n5,ok,3,pose2,0.1692
circuit_1272.jpg,7,MOSFET-P,1,3,n1,n6,swapped,3,pose2,0.1692
circuit_1272.jpg,7,MOSFET-P,2,3,n6,n1,swapped,3,pose2,0.1692
circuit_1272.jpg,8,MOSFET-N,0,3,n3,n2,swapped,3,pose6,0.172
circuit_1272.jpg,8,MOSFET-N,1,3,n2,0,swapped,3,pose6,0.172
circuit_1272.jpg,8,MOSFET-N,2,3,0,n3,swapped,3,pose6,0.172
circuit_1272.jpg,9,Zener Diode,0,2,n1,n1,ok,2,pose2,0.1485
circuit_1272.jpg,9,Zener Diode,1,2,n5,n5,ok,2,pose2,0.1485
circuit_1272.jpg,10,MOSFET-P,0,3,n6,n6,ok,3,pose2,0.1703
circuit_1272.jpg,10,MOSFET-P,1,3,n9,n7,swapped,3,pose2,0.1703
circuit_1272.jpg,10,MOSFET-P,2,3,n7,n9,swapped,3,pose2,0.1703
circuit_1272.jpg,11,MOSFET-N,0,3,n5,n2,swapped,3,pose6,0.1626
circuit_1272.jpg,11,MOSFET-N,1,3,n2,n4,swapped,3,pose6,0.1626
circuit_1272.jpg,11,MOSFET-N,2,3,n4,n5,swapped,3,pose6,0.1626
circuit_1272.jpg,12,Resistor,0,2,n3,n3,ok,2,pose0,0.1458
circuit_1272.jpg,12,Resistor,1,2,n7,n7,ok,2,pose0,0.1458
circuit_1272.jpg,13,GND,0,1,0,0,ok,1,,
circuit_1272.jpg,14,MOSFET-N,0,3,n4,n1,swapped,3,pose6,0.1851
circuit_1272.jpg,14,MOSFET-N,1,3,n1,n3,swapped,3,pose6,0.1851
circuit_1272.jpg,14,MOSFET-N,2,3,n3,n4,swapped,3,pose6,0.1851
circuit_136.jpg,0,Resistor,0,2,n1,n1,ok,2,pose0,0.1203
circuit_136.jpg,0,Resistor,1,2,n2,n2,ok,2,pose0,0.1203
circuit_136.jpg,1,Resistor,0,2,n2,n2,ok,2,pose0,0.1225
circuit_136.jpg,1,Resistor,1,2,n3,n3,ok,2,pose0,0.1225
circuit_136.jpg,2,V-DC,0,2,n1,n1,ok,2,pose0,0.1124
circuit_136.jpg,2,V-DC,1,2,0,0,ok,2,pose0,0.1124
circuit_136.jpg,3,GND,0,1,0,0,ok,1,,
circuit_136.jpg,4,Capacitor,0,2,n2,n2,ok,2,pose0,0.1728
circuit_136.jpg,4,Capacitor,1,2,0,0,ok,2,pose0,0.1728
circuit_136.jpg,5,Resistor,0,2,n3,n3,ok,2,pose2,0.1248
circuit_136.jpg,5,Resistor,1,2,0,0,ok,2,pose2,0.1248
circuit_136.jpg,6,Inductor,0,2,n3,n3,ok,2,pose2,0.1266
circuit_136.jpg,6,Inductor,1,2,0,0,ok,2,pose2,0.1266
circuit_138.jpg,0,V-DC,0,2,n1,n5,swapped,2,pose4,0.0842
circuit_138.jpg,0,V-DC,1,2,n5,n1,swapped,2,pose4,0.0842
circuit_138.jpg,1,Capacitor,0,2,n2,n2,ok,2,pose0,0.1465
circuit_138.jpg,1,Capacitor,1,2,n3,n3,ok,2,pose0,0.1465
circuit_138.jpg,2,I-DC,0,2,n3,n5,swapped,2,pose4,0.084
circuit_138.jpg,2,I-DC,1,2,n5,n3,swapped,2,pose4,0.084
circuit_138.jpg,3,Inductor,0,2,n4,n4,ok,2,pose0,0.1024
circuit_138.jpg,3,Inductor,1,2,n5,n5,ok,2,pose0,0.1024
circuit_138.jpg,4,Resistor,0,2,n3,n3,ok,2,pose0,0.1024
circuit_138.jpg,4,Resistor,1,2,n4,n4,ok,2,pose0,0.1024
circuit_138.jpg,5,Resistor,0,2,n1,n1,ok,2,pose2,0.1026
circuit_138.jpg,5,Resistor,1,2,n2,n2,ok,2,pose2,0.1026
circuit_153.jpg,0,Inductor,0,2,n1,n1,ok,2,pose0,0.1288
circuit_153.jpg,0,Inductor,1,2,n2,n2,ok,2,pose0,0.1288
circuit_153.jpg,1,Inductor,0,2,n1,n1,ok,2,pose0,0.1221
circuit_153.jpg,1,Inductor,1,2,n3,n3,ok,2,pose0,0.1221
circuit_153.jpg,2,Inductor,0,2,n1,n1,ok,2,pose0,0.1232
circuit_153.jpg,2,Inductor,1,2,n5,n5,ok,2,pose0,0.1232
circuit_153.jpg,3,Inductor,0,2,n1,n1,ok,2,pose0,0.1222
circuit_153.jpg,3,Inductor,1,2,n4,n4,ok,2,pose0,0.1222
circuit_153.jpg,4,Capacitor,0,2,n4,n4,ok,2,pose2,0.1875
circuit_153.jpg,4,Capacitor,1,2,n6,n6,ok,2,pose2,0.1875
circuit_153.jpg,5,Capacitor,0,2,n5,n5,ok,2,pose2,0.1737
circuit_153.jpg,5,Capacitor,1,2,0,0,ok,2,pose2,0.1737
circuit_153.jpg,6,Capacitor,0,2,n3,n3,ok,2,pose0,0.1745
circuit_153.jpg,6,Capacitor,1,2,n6,n6,ok,2,pose0,0.1745
circuit_153.jpg,7,Capacitor,0,2,n2,n2,ok,2,pose2,0.1851
circuit_153.jpg,7,Capacitor,1,2,n6,n6,ok,2,pose2,0.1851
circuit_153.jpg,8,GND,0,1,0,0,ok,1,,
circuit_153.jpg,9,V-DC,0,2,0,0,ok,2,pose0,0.1218
circuit_153.jpg,9,V-DC,1,2,n6,n6,ok,2,pose0,0.1218
circuit_153.jpg,10,I-DC,0,2,n6,n6,ok,2,pose0,0.1145
circuit_153.jpg,10,I-DC,1,2,0,0,ok,2,pose0,0.1145
circuit_153.jpg,11,V-DC,0,2,n3,n3,ok,2,pose0,0.1118
circuit_153.jpg,11,V-DC,1,2,n6,n6,ok,2,pose0,0.1118
circuit_153.jpg,12,I-AC,0,2,n2,n2,ok,2,pose0,0.1167
circuit_153.jpg,12,I-AC,1,2,n3,n3,ok,2,pose0,0.1167
circuit_153.jpg,13,V-AC,0,2,n1,n1,ok,2,pose0,0.1103
circuit_153.jpg,13,V-AC,1,2,n2,n2,ok,2,pose0,0.1103
circuit_155.jpg,0,V-AC,0,2,n1,n1,ok,2,pose0,0.0965
circuit_155.jpg,0,V-AC,1,2,0,0,ok,2,pose0,0.0965
circuit_155.jpg,1,Inductor,0,2,n4,n4,ok,2,pose0,0.115
circuit_155.jpg,1,Inductor,1,2,n5,n5,ok,2,pose0,0.115
circuit_155.jpg,2,I-DC,0,2,0,n6,swapped,2,pose6,0.1014
circuit_155.jpg,2,I-DC,1,2,n6,0,swapped,2,pose6,0.1014
circuit_155.jpg,3,Zener Diode,0,2,n4,n7,swapped,2,pose4,0.1343
circuit_155.jpg,3,Zener Diode,1,2,n7,n4,swapped,2,pose4,0.1343
circuit_155.jpg,4,Zener Diode,0,2,n2,n2,ok,2,pose2,0.1407
circuit_155.jpg,4,Zener Diode,1,2,0,0,ok,2,pose2,0.1407
circuit_155.jpg,5,Diode,0,2,n5,n5,ok,2,pose0,0.1506
circuit_155.jpg,5,Diode,1,2,n8,n8,ok,2,pose0,0.1506
circuit_155.jpg,6,Resistor,0,2,n5,n5,ok,2,pose2,0.1125
circuit_155.jpg,6,Resistor,1,2,0,0,ok,2,pose2,0.1125
circuit_155.jpg,7,Inductor,0,2,n1,n1,ok,2,pose0,0.1114
circuit_155.jpg,7,Inductor,1,2,n2,n2,ok,2,pose0,0.1114
circuit_155.jpg,8,Diode,0,2,n3,n3,ok,2,pose0,0.1624
circuit_155.jpg,8,Diode,1,2,n5,n5,ok,2,pose0,0.1624
circuit_155.jpg,9,Zener Diode,0,2,n3,n4,swapped,2,pose4,0.1394
circuit_155.jpg,9,Zener Diode,1,2,n4,n3,swapped,2,pose4,0.1394
circuit_155.jpg,10,Diode,0,2,0,0,ok,2,pose0,0.1536
circuit_155.jpg,10,Diode,1,2,n7,n7,ok,2,pose0,0.1536
circuit_155.jpg,11,Inductor,0,2,n7,n7,ok,2,pose0,0.1109
circuit_155.jpg,11,Inductor,1,2,n8,n8,ok,2,pose0,0.1109
circuit_155.jpg,12,Diode,0,2,n4,n4,ok,2,pose0,0.1641
circuit_155.jpg,12,Diode,1,2,n8,n8,ok,2,pose0,0.1641
circuit_155.jpg,13,Diode,0,2,n2,n2,ok,2,pose0,0.1621
circuit_155.jpg,13,Diode,1,2,n4,n4,ok,2,pose0,0.1621
circuit_155.jpg,14,GND,0,1,0,0,ok,1,,
circuit_155.jpg,15,Capacitor,0,2,0,0,ok,2,pose2,0.1682
circuit_155.jpg,15,Capacitor,1,2,n4,n4,ok,2,pose2,0.1682
circuit_155.jpg,16,Capacitor,0,2,n2,n2,ok,2,pose2,0.174
circuit_155.jpg,16,Capacitor,1,2,n3,n3,ok,2,pose2,0.174
circuit_155.jpg,17,GND,0,1,0,0,ok,1,,
circuit_155.jpg,18,Capacitor,0,2,n6,n6,ok,2,pose2,0.1768
circuit_155.jpg,18,Capacitor,1,2,n7,n7,ok,2,pose2,0.1768
circuit_170.jpg,0,Resistor,0,2,n2,n2,ok,2,pose0,0.111
circuit_170.jpg,0,Resistor,1,2,n3,n3,ok,2,pose0,0.111
circuit_170.jpg,1,Resistor,0,2,n1,n1,ok,2,pose0,0.1134
circuit_170.jpg,1,Resistor,1,2,n2,n2,ok,2,pose0,0.1134
circuit_170.jpg,2,Capacitor,0,2,n4,n4,ok,2,pose0,0.1516
circuit_170.jpg,2,Capacitor,1,2,n6,n6,ok,2,pose0,0.1516
circuit_170.jpg,3,Resistor,0,2,n2,n2,ok,2,pose2,0.1145
circuit_170.jpg,3,Resistor,1,2,0,0,ok,2,pose2,0.1145
circuit_170.jpg,4,Resistor,0,2,n5,n5,ok,2,pose0,0.1077
circuit_170.jpg,4,Resistor,1,2,0,0,ok,2,pose0,0.1077
circuit_170.jpg,5,GND,0,1,0,0,ok,1,,
circuit_170.jpg,6,Inductor,0,2,0,0,ok,2,pose0,0.1046
circuit_170.jpg,6,Inductor,1,2,n6,n6,ok,2,pose0,0.1046
circuit_170.jpg,7,I-DC,0,2,n3,n6,swapped,2,pose6,0.0929
circuit_170.jpg,7,I-DC,1,2,n6,n3,swapped,2,pose6,0.0929
circuit_170.jpg,8,I-DC,0,2,n1,n5,swapped,2,pose6,0.0889
circuit_170.jpg,8,I-DC,1,2,n5,n1,swapped,2,pose6,0.0889
circuit_170.jpg,9,Inductor,0,2,n3,n3,ok,2,pose0,0.1084
circuit_170.jpg,9,Inductor,1,2,n4,n4,ok,2,pose0,0.1084
circuit_178.jpg,0,I-AC,0,2,0,0,ok,2,pose2,0.1061
circuit_178.jpg,0,I-AC,1,2,n1,n1,ok,2,pose2,0.1061
circuit_178.jpg,1,Capacitor,0,2,0,0,ok,2,pose0,0.1702
circuit_178.jpg,1,Capacitor,1,2,n1,n1,ok,2,pose0,0.1702
circuit_178.jpg,2,Resistor,0,2,n1,n1,ok,2,pose0,0.1114
circuit_178.jpg,2,Resistor,1,2,n2,n2,ok,2,pose0,0.1114
circuit_178.jpg,3,V-AC,0,2,n1,n1,ok,2,pose0,0.1149
circuit_178.jpg,3,V-AC,1,2,n2,n2,ok,2,pose0,0.1149
circuit_178.jpg,4,Inductor,0,2,0,0,ok,2,pose2,0.1216
circuit_178.jpg,4,Inductor,1,2,n2,n2,ok,2,pose2,0.1216
circuit_178.jpg,5,Resistor,0,2,0,0,ok,2,pose2,0.119
circuit_178.jpg,5,Resistor,1,2,n2,n2,ok,2,pose2,0.119
circuit_178.jpg,6,GND,0,1,0,0,ok,1,,
circuit_184.jpg,0,I-AC,0,2,n2,n2,ok,2,pose2,0.1078
circuit_184.jpg,0,I-AC,1,2,n3,n3,ok,2,pose2,0.1078
circuit_184.jpg,1,V-DC,0,2,n3,0,swapped,2,pose6,0.0988
circuit_184.jpg,1,V-DC,1,2,0,n3,swapped,2,pose6,0.0988
circuit_184.jpg,2,V-AC,0,2,n1,n1,ok,2,pose2,0.1158
circuit_184.jpg,2,V-AC,1,2,n2,n2,ok,2,pose2,0.1158
circuit_184.jpg,3,GND,0,1,0,0,ok,1,,
circuit_184.jpg,4,Inductor,0,2,n1,n1,ok,2,pose0,0.1391
circuit_184.jpg,4,Inductor,1,2,n3,n3,ok,2,pose0,0.1391
circuit_184.jpg,5,Inductor,0,2,n1,n1,ok,2,pose0,0.1493
circuit_184.jpg,5,Inductor,1,2,n2,n2,ok,2,pose0,0.1493
circuit_184.jpg,6,I-DC,0,2,0,0,ok,1,pose4,0.1119
circuit_184.jpg,6,I-DC,1,2,0,0,ok,1,pose4,0.1119
circuit_184.jpg,7,Capacitor,0,2,n3,n3,ok,2,pose0,0.1709
circuit_184.jpg,7,Capacitor,1,2,0,0,ok,2,pose0,0.1709
circuit_184.jpg,8,Capacitor,0,2,n4,n4,ok,2,pose2,0.1701
circuit_184.jpg,8,Capacitor,1,2,0,0,ok,2,pose2,0.1701
circuit_184.jpg,9,Capacitor,0,2,n2,n2,ok,2,pose2,0.1841
circuit_184.jpg,9,Capacitor,1,2,0,0,ok,2,pose2,0.1841
circuit_184.jpg,10,Inductor,0,2,n1,n1,ok,2,pose0,0.1441
circuit_184.jpg,10,Inductor,1,2,n4,n4,ok,2,pose0,0.1441
circuit_184.jpg,11,Capacitor,0,2,n5,n5,ok,2,pose3,0.1941
circuit_184.jpg,11,Capacitor,1,2,0,0,ok,2,pose3,0.1941
circuit_184.jpg,12,Inductor,0,2,n1,n1,ok,2,pose0,0.1447
circuit_184.jpg,12,Inductor,1,2,n5,n5,ok,2,pose0,0.1447
circuit_185.jpg,0,Resistor,0,2,n1,n1,ok,2,pose0,0.1163
circuit_185.jpg,0,Resistor,1,2,n2,n2,ok,2,pose0,0.1163
circuit_185.jpg,1,Capacitor,0,2,n2,n2,ok,2,pose0,0.1705
circuit_185.jpg,1,Capacitor,1,2,n3,n3,ok,2,pose0,0.1705
circuit_185.jpg,2,V-AC,0,2,0,0,ok,2,pose2,0.1135
circuit_185.jpg,2,V-AC,1,2,n1,n1,ok,2,pose2,0.1135
circuit_185.jpg,3,GND,0,1,0,0,ok,1,,
circuit_185.jpg,4,Inductor,0,2,0,0,ok,2,pose2,0.1167
circuit_185.jpg,4,Inductor,1,2,n3,n3,ok,2,pose2,0.1167
circuit_187.jpg,0,I-DC,0,2,0,0,ok,2,pose0,0.1019
